,dataset,component,type,description,pvalue,qvalue,precision,recall,f1score,TP
15,MA-1,6,functional,ribosomal small subunit assembly,1.7656843438826612e-13,1.4699322162823154e-10,0.2857142857142857,0.42105263157894735,0.3404255319148936,8
16,MA-1,6,functional,ribosomal large subunit assembly,4.998422545426925e-12,3.328949415254332e-09,0.2857142857142857,0.2962962962962963,0.2909090909090909,8
17,MA-1,6,functional,rRNA binding,1.0330744924783037e-06,0.0005733563433254586,0.14285714285714285,0.3333333333333333,0.2,4
18,MA-1,6,functional,small ribosomal subunit rRNA binding,3.3352255576797436e-06,0.0015866144438676495,0.10714285714285714,0.6,0.18181818181818182,3
19,MA-1,6,functional,mRNA 5'-UTR binding,6.638199016300573e-06,0.002763150340535114,0.10714285714285714,0.5,0.17647058823529413,3
20,MA-1,6,functional,cytosol,1.0731142964544575e-05,0.0038497086691425867,0.6428571428571429,0.018691588785046728,0.036326942482341064,18
21,MA-1,6,functional,large ribosomal subunit rRNA binding,1.1560686694121882e-05,0.0038497086691425867,0.10714285714285714,0.42857142857142855,0.17142857142857143,3
22,MA-1,10,functional,NADH dehydrogenase complex,9.198794186964091e-21,3.0631984642590424e-17,0.4166666666666667,0.7142857142857143,0.5263157894736842,10
23,MA-1,10,functional,plasma membrane respiratory chain complex I,2.7505550276149555e-20,4.579674120978901e-17,0.4166666666666667,0.6666666666666666,0.5128205128205129,10
24,MA-1,10,functional,NADH dehydrogenase activity,8.350323114338728e-19,9.268858656915988e-16,0.4166666666666667,0.5263157894736842,0.46511627906976744,10
25,MA-1,10,functional,aerobic respiration,1.743810919573202e-17,1.4517225905446906e-14,0.4166666666666667,0.4166666666666667,0.4166666666666667,10
26,MA-1,10,functional,electron transport coupled proton transport,1.055809916647835e-15,7.031694044874581e-13,0.2916666666666667,0.875,0.43750000000000006,7
27,MA-1,10,functional,cytochrome bo3 ubiquinol oxidase activity,1.1270052582720482e-09,4.691159387557401e-07,0.16666666666666666,1.0,0.2857142857142857,4
28,MA-1,10,functional,cytochrome o ubiquinol oxidase complex,1.1270052582720482e-09,4.691159387557401e-07,0.16666666666666666,1.0,0.2857142857142857,4
29,MA-1,10,functional,oxidoreduction-driven active transmembrane transporter activity,1.1270052582720482e-09,4.691159387557401e-07,0.16666666666666666,1.0,0.2857142857142857,4
30,MA-1,10,functional,hydrogen ion transmembrane transporter activity,3.895869210021957e-08,1.441471607708124e-05,0.16666666666666666,0.5714285714285714,0.25806451612903225,4
31,MA-1,10,functional,NADH dehydrogenase (ubiquinone) activity,1.3909560736471181e-07,4.210803386586276e-05,0.16666666666666666,0.4444444444444444,0.24242424242424243,4
32,MA-1,10,functional,aerobic electron transport chain,1.3909560736471181e-07,4.210803386586276e-05,0.16666666666666666,0.4444444444444444,0.24242424242424243,4
33,MA-1,10,functional,cytochrome-c oxidase activity,2.0806663744497045e-07,5.77384918909793e-05,0.125,1.0,0.2222222222222222,3
34,MA-1,10,functional,ubiquinone binding,4.1108265779706835e-06,0.0010530040388186444,0.125,0.5,0.2,3
35,MA-1,10,functional,electron transfer activity,6.737169822596942e-06,0.0016024839649462727,0.20833333333333334,0.10869565217391304,0.14285714285714285,5
36,MA-1,10,functional,plasma membrane,3.9807595743542585e-05,0.008837286255066454,0.5833333333333334,0.017994858611825194,0.03491271820448878,14
37,MA-1,11,functional,galactose catabolic process via UDP-galactose,5.032630722346335e-09,1.6758660305413294e-05,0.26666666666666666,0.5714285714285714,0.36363636363636365,4
38,MA-1,11,functional,L-arabinose catabolic process to xylulose 5-phosphate,4.677387353629509e-08,3.115139977517253e-05,0.2,1.0,0.33333333333333337,3
39,MA-1,11,functional,L-arabinose transmembrane transporter activity,4.677387353629509e-08,3.115139977517253e-05,0.2,1.0,0.33333333333333337,3
40,MA-1,11,functional,L-arabinose transport,4.677387353629509e-08,3.115139977517253e-05,0.2,1.0,0.33333333333333337,3
41,MA-1,11,functional,arabinose catabolic process,4.677387353629509e-08,3.115139977517253e-05,0.2,1.0,0.33333333333333337,3
42,MA-1,11,functional,galactokinase activity,1.395300627480218e-05,0.00774391848251521,0.13333333333333333,1.0,0.23529411764705882,2
43,MA-1,12,functional,sulfur compound metabolic process,4.03053966417676e-08,0.0001342169708170861,0.2222222222222222,0.4444444444444444,0.2962962962962963,4
44,MA-1,12,functional,sulfate transport,3.3456465189043156e-07,0.0005570501453975686,0.16666666666666666,0.75,0.27272727272727276,3
45,MA-1,13,functional,cytochrome bo3 ubiquinol oxidase activity,7.583368715081078e-11,8.417539273739997e-08,0.3076923076923077,1.0,0.47058823529411764,4
46,MA-1,13,functional,cytochrome o ubiquinol oxidase complex,7.583368715081078e-11,8.417539273739997e-08,0.3076923076923077,1.0,0.47058823529411764,4
47,MA-1,13,functional,oxidoreduction-driven active transmembrane transporter activity,7.583368715081078e-11,8.417539273739997e-08,0.3076923076923077,1.0,0.47058823529411764,4
48,MA-1,13,functional,hydrogen ion transmembrane transporter activity,2.6394133935169272e-09,2.197311650102842e-06,0.3076923076923077,0.5714285714285714,0.4,4
49,MA-1,13,functional,electron transport coupled proton transport,5.269016875201382e-09,3.5091652388841204e-06,0.3076923076923077,0.5,0.380952380952381,4
50,MA-1,13,functional,aerobic electron transport chain,9.46660292877646e-09,5.253964625470935e-06,0.3076923076923077,0.4444444444444444,0.3636363636363637,4
51,MA-1,13,functional,cytochrome-c oxidase activity,2.940072050852852e-08,1.3986342756199995e-05,0.23076923076923078,1.0,0.375,3
52,MA-1,13,functional,electron transfer activity,2.24861042733475e-07,9.359840903780898e-05,0.38461538461538464,0.10869565217391304,0.1694915254237288,5
53,MA-1,13,functional,aerobic respiration,7.763563669826751e-07,0.00028725185578358975,0.3076923076923077,0.16666666666666666,0.21621621621621623,4
54,MA-1,14,functional,hyperosmotic response,5.75678443522022e-09,1.9170092169283335e-05,1.0,0.375,0.5454545454545454,3
55,MA-1,14,functional,glycine betaine transport,1.2335966646907554e-08,2.053938446710108e-05,1.0,0.3,0.4615384615384615,3
56,MA-1,14,functional,amine transmembrane transporter activity,3.986573221372047e-07,0.0004425096275722972,0.6666666666666666,1.0,0.8,2
57,MA-1,15,functional,glycerol-3-phosphate catabolic process,3.74190988290361e-08,3.1151399775172554e-05,0.21428571428571427,1.0,0.35294117647058826,3
58,MA-1,15,functional,glycerol-3-phosphate dehydrogenase activity,3.74190988290361e-08,3.1151399775172554e-05,0.21428571428571427,1.0,0.35294117647058826,3
59,MA-1,15,functional,glycerol-3-phosphate dehydrogenase complex,3.74190988290361e-08,3.1151399775172554e-05,0.21428571428571427,1.0,0.35294117647058826,3
60,MA-1,15,functional,phosphoenolpyruvate-glycerone phosphotransferase activity,3.74190988290361e-08,3.1151399775172554e-05,0.21428571428571427,1.0,0.35294117647058826,3
61,MA-1,15,functional,glycerol transport,1.2092605438161923e-05,0.008053675221815841,0.14285714285714285,1.0,0.25,2
62,MA-1,16,functional,lipopolysaccharide core region biosynthetic process,4.220761251624843e-14,1.4055134967910726e-10,0.42105263157894735,0.3333333333333333,0.372093023255814,8
63,MA-1,18,functional,organic phosphonate catabolic process,9.698762257491448e-10,3.2296878317446523e-06,0.06593406593406594,0.8571428571428571,0.12244897959183673,6
64,MA-1,18,functional,carbon phosphorus lyase complex,6.3626341753806785e-09,1.059378590200883e-05,0.054945054945054944,1.0,0.10416666666666666,5
65,MA-1,18,functional,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex,2.8346632256973054e-07,0.0003146476180524009,0.04395604395604396,1.0,0.08421052631578947,4
66,MA-1,27,functional,transcriptional attenuation,1.8205830776434848e-07,0.0006062541648552804,0.13043478260869565,1.0,0.23076923076923078,3
67,MA-1,28,functional,DLP12 prophage,3.2929987400016795e-09,1.0965685804205592e-05,0.17647058823529413,0.35294117647058826,0.23529411764705885,6
68,MA-1,28,functional,galactose catabolic process via UDP-galactose,1.6897612966473108e-07,0.0002813452558917773,0.11764705882352941,0.5714285714285714,0.1951219512195122,4
69,MA-1,32,functional,heme transport,1.1603314338136206e-07,0.00038639036745993565,0.17391304347826086,0.4444444444444444,0.25,4
70,MA-1,32,functional,dipeptide transmembrane transporter activity,1.227726223579323e-06,0.0020441641622595728,0.17391304347826086,0.26666666666666666,0.2105263157894737,4
71,MA-1,34,functional,enterobactin biosynthetic process,1.0380050758355787e-11,3.4565569025324775e-08,0.13636363636363635,0.8571428571428571,0.2352941176470588,6
72,MA-1,34,functional,siderophore uptake transmembrane transporter activity,1.2247472570784365e-10,2.039204183035597e-07,0.13636363636363635,0.6666666666666666,0.22641509433962262,6
73,MA-1,34,functional,iron assimilation by chelation and transport,8.113162176518771e-09,9.005610015935835e-06,0.11363636363636363,0.625,0.1923076923076923,5
74,MA-1,34,functional,ferric-enterobactin transport,1.810152149006019e-08,1.5069516640475109e-05,0.11363636363636363,0.5555555555555556,0.18867924528301888,5
75,MA-1,34,functional,ferric-enterobactin transmembrane transporter activity,7.139516197025914e-08,4.754917787219259e-05,0.09090909090909091,0.8,0.163265306122449,4
76,MA-1,34,functional,"2,3-dihydroxybenzoate-serine ligase activity",1.361479518933393e-06,0.0005667158497560248,0.06818181818181818,1.0,0.1276595744680851,3
77,MA-1,34,functional,energy transducer activity,1.361479518933393e-06,0.0005667158497560248,0.06818181818181818,1.0,0.1276595744680851,3
78,MA-1,34,functional,ferric-hydroxamate transport,1.361479518933393e-06,0.0005667158497560248,0.06818181818181818,1.0,0.1276595744680851,3
79,MA-1,34,functional,enterobactin transport,2.6587018966486593e-05,0.008853477315840035,0.06818181818181818,0.5,0.12000000000000001,3
80,MA-1,34,functional,plasma membrane protein complex,2.6587018966486593e-05,0.008853477315840035,0.06818181818181818,0.5,0.12000000000000001,3
81,MA-1,35,functional,glycolytic process,2.6394133935197636e-09,8.789246600420814e-06,0.5714285714285714,0.3076923076923077,0.4,4
82,MA-1,37,functional,mannose transport,1.1719168314588236e-07,0.00019512415243789415,0.15,1.0,0.2608695652173913,3
83,MA-1,37,functional,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity,1.1719168314588236e-07,0.00019512415243789415,0.15,1.0,0.2608695652173913,3
84,MA-1,37,functional,L-lactate dehydrogenase activity,4.6722513447924326e-07,0.000311171939563176,0.15,0.75,0.24999999999999997,3
85,MA-1,37,functional,N-acetylglucosamine transport,4.6722513447924326e-07,0.000311171939563176,0.15,0.75,0.24999999999999997,3
86,MA-1,37,functional,glucose import across plasma membrane,4.6722513447924326e-07,0.000311171939563176,0.15,0.75,0.24999999999999997,3
87,MA-1,37,functional,fructose import,1.1642215682830732e-06,0.0006461429703971056,0.15,0.6,0.24,3
88,MA-1,39,functional,response to heat,5.765540784480487e-24,1.9199250812320024e-20,0.4722222222222222,0.3269230769230769,0.38636363636363635,17
89,MA-1,39,functional,proteolysis,2.7674025999057006e-08,4.6077253288429916e-05,0.16666666666666666,0.2727272727272727,0.20689655172413793,6
90,MA-1,39,functional,unfolded protein binding,2.0931373926057123e-07,0.00023233825057923408,0.1388888888888889,0.3125,0.1923076923076923,5
91,MA-1,39,functional,chaperone cofactor-dependent protein refolding,4.2588832927971853e-07,0.0003545520341253657,0.1111111111111111,0.5,0.1818181818181818,4
92,MA-1,39,functional,HslUV protease complex,7.246496692854596e-06,0.0037717266315686945,0.08333333333333333,0.6,0.14634146341463414,3
93,MA-1,39,functional,macromolecular complex assembly,7.246496692854596e-06,0.0037717266315686945,0.08333333333333333,0.6,0.14634146341463414,3
94,MA-1,39,functional,protein folding,7.928554480775033e-06,0.0037717266315686945,0.1111111111111111,0.26666666666666666,0.1568627450980392,4
96,MA-1,39,functional,protein binding,1.718991960161555e-05,0.006471042670844479,0.5833333333333334,0.02182952182952183,0.04208416833667335,21
95,MA-1,39,functional,cytosol,1.7489304515795888e-05,0.006471042670844479,0.5833333333333334,0.021806853582554516,0.042042042042042045,21
97,MA-1,41,functional,DNA polymerase V complex,1.3288577404573522e-07,0.0004425096275722983,1.0,1.0,1.0,2
98,MA-1,41,functional,translesion synthesis,3.98657322138587e-07,0.0006637644413607474,1.0,0.6666666666666666,0.8,2
99,MA-1,41,functional,DNA-directed DNA polymerase activity,1.9932866106914393e-06,0.0022125481378674977,1.0,0.3333333333333333,0.5,2
100,MA-1,41,functional,DNA-dependent ATPase activity,3.7208016732898336e-06,0.0030975673930137867,1.0,0.25,0.4,2
101,MA-1,45,functional,Qin prophage,2.6727927735010743e-07,0.0008900399935758578,1.0,0.11538461538461539,0.20689655172413793,3
102,MA-1,49,functional,bacterial-type flagellum-dependent cell motility,3.985701399418015e-21,1.3272385660061992e-17,0.24074074074074073,0.6842105263157895,0.3561643835616438,13
103,MA-1,49,functional,bacterial-type flagellum hook,6.779228436135845e-14,1.1287415346166182e-10,0.12962962962962962,1.0,0.22950819672131148,7
104,MA-1,49,functional,bacterial-type flagellum-dependent swarming motility,2.3180111196054843e-12,2.5729923427620875e-09,0.14814814814814814,0.5714285714285714,0.23529411764705882,8
105,MA-1,49,functional,methyl accepting chemotaxis protein complex,5.471402283647255e-12,4.55494240113634e-09,0.1111111111111111,1.0,0.19999999999999998,6
106,MA-1,49,functional,chemotaxis,7.878657163356065e-12,5.24718567079514e-09,0.12962962962962962,0.7,0.21875,7
107,MA-1,49,functional,regulation of bacterial-type flagellum-dependent cell motility,4.927991541731085e-07,0.0002735035305660752,0.07407407407407407,0.6666666666666666,0.13333333333333333,4
108,MA-1,49,functional,positive regulation of post-translational protein modification,2.5498443059214675e-06,0.0010613726923398108,0.05555555555555555,1.0,0.10526315789473684,3
109,MA-1,49,functional,regulation of chemotaxis,2.5498443059214675e-06,0.0010613726923398108,0.05555555555555555,1.0,0.10526315789473684,3
110,MA-1,49,functional,transmembrane signaling receptor activity,1.0098751435911549e-05,0.003736538031287273,0.05555555555555555,0.75,0.10344827586206895,3
111,MA-1,52,functional,maltodextrin transport,6.3209789242697e-14,2.1048859817818103e-10,0.45454545454545453,1.0,0.625,5
112,MA-1,52,functional,maltose transport,1.7474797734518113e-10,2.909553822797266e-07,0.36363636363636365,0.8,0.5000000000000001,4
113,MA-1,52,functional,maltose transport complex,6.774281606740823e-08,5.6395894376117354e-05,0.2727272727272727,0.75,0.39999999999999997,3
114,MA-1,52,functional,maltose-transporting ATPase activity,6.774281606740823e-08,5.6395894376117354e-05,0.2727272727272727,0.75,0.39999999999999997,3
115,MA-1,55,functional,methylgalactoside transport,4.9277048093875835e-08,0.00016409257015260654,0.3,0.75,0.4285714285714285,3
116,MA-1,55,functional,galactose transport,4.294245264918613e-07,0.0007149918366089491,0.3,0.42857142857142855,0.3529411764705882,3
117,MA-1,55,functional,galactose transmembrane transporter activity,5.979859832058073e-06,0.006637644413584461,0.2,1.0,0.33333333333333337,2
118,MA-1,57,functional,hydrogenase (acceptor) activity,4.6722513447924326e-07,0.00155585969781588,0.15,0.75,0.24999999999999997,3
119,MA-1,57,functional,[Ni-Fe] hydrogenase complex,4.048019676190785e-06,0.006739952760857657,0.15,0.42857142857142855,0.2222222222222222,3
120,MA-1,58,functional,glutamine metabolic process,6.952568084640096e-07,0.002315205172185152,0.17647058823529413,0.6,0.2727272727272727,3
121,MA-1,60,functional,3-phenylpropionate catabolic process,7.068363044279604e-07,0.0023537648937451082,0.05194805194805195,0.8,0.0975609756097561,4
122,MA-1,61,functional,glycine decarboxylation via glycine cleavage system,8.219205015029286e-09,2.7369952700047522e-05,0.5,0.75,0.6,3
123,MA-1,65,functional,D-arabinose catabolic process,2.849608295441987e-06,0.009489195623821816,0.05357142857142857,1.0,0.10169491525423728,3
124,MA-1,68,functional,intracellular pH elevation,3.81395718873166e-09,1.2700477438476428e-05,0.125,1.0,0.2222222222222222,4
125,MA-1,72,functional,anaerobic respiration,3.1606621572891073e-09,1.0525004983772728e-05,0.25806451612903225,0.1568627450980392,0.1951219512195122,8
126,MA-1,72,functional,electron transfer activity,1.1697628684196155e-06,0.0019476551759186598,0.1935483870967742,0.13043478260869565,0.15584415584415587,6
127,MA-1,73,functional,[Ni-Fe] hydrogenase complex,1.5228860993500433e-06,0.005071210710835644,0.06896551724137931,0.5714285714285714,0.12307692307692308,4
128,MA-1,75,functional,iron-sulfur cluster assembly,6.706010727995502e-09,2.2331015724225023e-05,0.5714285714285714,0.25,0.34782608695652173,4
129,MA-1,80,functional,galactitol transport,3.3456465189043156e-07,0.000371366763598379,0.16666666666666666,0.75,0.27272727272727276,3
130,MA-1,80,functional,peptidoglycan peptide transmembrane transporter activity,3.3456465189043156e-07,0.000371366763598379,0.16666666666666666,0.75,0.27272727272727276,3
131,MA-1,80,functional,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity,3.3456465189043156e-07,0.000371366763598379,0.16666666666666666,0.75,0.27272727272727276,3
132,MA-1,80,functional,peptidoglycan-associated peptide transport,8.339845609934832e-07,0.0006942921470270749,0.16666666666666666,0.6,0.2608695652173913,3
133,MA-1,81,functional,response to cold,7.849050004017746e-10,2.6137336513379097e-06,0.6666666666666666,0.3333333333333333,0.4444444444444444,4
134,MA-1,86,functional,e14 prophage,4.451079559264592e-17,1.4822094932351092e-13,1.0,0.3333333333333333,0.5,7
135,MA-1,88,functional,SOS response,1.1619788684385772e-27,3.869389631900463e-24,0.5185185185185185,0.6666666666666666,0.5833333333333334,14
136,MA-1,88,functional,cellular response to DNA damage stimulus,1.698671372296633e-07,0.00028282878348738944,0.37037037037037035,0.054945054945054944,0.09569377990430622,10
137,MA-1,89,functional,glutamine transport,1.6961954139535548e-08,5.648330728465338e-05,0.2727272727272727,1.0,0.42857142857142855,3
138,MA-1,89,functional,nitrogen compound metabolic process,5.900013353223544e-07,0.0009823522233117202,0.2727272727272727,0.42857142857142855,0.33333333333333326,3
139,MA-1,89,functional,L-glutamine transmembrane transporter activity,7.308717572515419e-06,0.004867605903295269,0.18181818181818182,1.0,0.3076923076923077,2
140,MA-1,89,functional,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,7.308717572515419e-06,0.004867605903295269,0.18181818181818182,1.0,0.3076923076923077,2
141,MA-1,89,functional,carbamoyl-phosphate synthase complex,7.308717572515419e-06,0.004867605903295269,0.18181818181818182,1.0,0.3076923076923077,2
142,MA-1,91,functional,e14 prophage,4.7598546850514095e-27,1.5850316101221194e-23,1.0,0.5238095238095238,0.6875000000000001,11
143,MA-1,94,functional,e14 prophage,1.357731372659057e-06,0.00452124547095466,0.6,0.14285714285714285,0.23076923076923073,3
144,MA-1,102,functional,deoxyribonucleotide biosynthetic process,2.391121535046936e-06,0.003981217355853149,0.6666666666666666,0.5,0.5714285714285715,2
145,MA-1,102,functional,ribonucleoside-diphosphate reductase complex,2.391121535046936e-06,0.003981217355853149,0.6666666666666666,0.5,0.5714285714285715,2
146,MA-1,102,functional,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",5.975747843208711e-06,0.006633080105961669,0.6666666666666666,0.3333333333333333,0.4444444444444444,2
147,MA-2,0,functional,bacterial-type flagellum-dependent cell motility,1.2729725578610877e-17,4.2389986176774224e-14,0.2391304347826087,0.5789473684210527,0.3384615384615385,11
148,MA-2,0,functional,bacterial-type flagellum hook,2.0488700470008026e-14,3.4113686282563366e-11,0.15217391304347827,1.0,0.2641509433962264,7
149,MA-2,0,functional,bacterial-type flagellum-dependent swarming motility,5.878255563039843e-13,6.524863674974226e-10,0.17391304347826086,0.5714285714285714,0.26666666666666666,8
150,MA-2,0,functional,chemotaxis,2.394220038975867e-12,1.9931881824474094e-09,0.15217391304347827,0.7,0.25,7
151,MA-2,0,functional,methyl accepting chemotaxis protein complex,1.1153390148977436e-09,7.428157839218972e-07,0.10869565217391304,0.8333333333333334,0.1923076923076923,5
152,MA-2,0,functional,regulation of bacterial-type flagellum-dependent cell motility,2.55132511916546e-07,0.00014159854411368303,0.08695652173913043,0.6666666666666666,0.15384615384615383,4
153,MA-2,0,functional,positive regulation of post-translational protein modification,1.5604997808372707e-06,0.000649558033773514,0.06521739130434782,1.0,0.12244897959183672,3
154,MA-2,0,functional,regulation of chemotaxis,1.5604997808372707e-06,0.000649558033773514,0.06521739130434782,1.0,0.12244897959183672,3
155,MA-2,0,functional,transmembrane signaling receptor activity,6.190076381081179e-06,0.002290328261000036,0.06521739130434782,0.75,0.12,3
156,MA-2,2,functional,anaerobic respiration,3.891689360264432e-08,0.00012959325569680558,0.5555555555555556,0.09803921568627451,0.16666666666666669,5
157,MA-2,2,functional,nitrate reductase activity,3.0083016535975807e-07,0.0005008822253239972,0.3333333333333333,0.42857142857142855,0.375,3
158,MA-2,2,functional,nitrate metabolic process,4.78388786564648e-06,0.005310115530867593,0.2222222222222222,1.0,0.3636363636363636,2
159,MA-2,4,functional,maltodextrin transport,8.209063538012624e-16,2.7336181581582037e-12,0.8333333333333334,1.0,0.9090909090909091,5
160,MA-2,4,functional,maltose transport,7.951298942910764e-12,1.3238912739946423e-08,0.6666666666666666,0.8,0.7272727272727272,4
161,MA-2,4,functional,maltose transport complex,8.219205015029286e-09,6.842488175011881e-06,0.5,0.75,0.6,3
162,MA-2,4,functional,maltose-transporting ATPase activity,8.219205015029286e-09,6.842488175011881e-06,0.5,0.75,0.6,3
163,MA-2,4,functional,ATP-binding cassette (ABC) transporter complex,1.3386998066534547e-06,0.0008915740712312009,0.6666666666666666,0.057971014492753624,0.10666666666666666,4
165,MA-2,6,functional,sulfur compound metabolic process,9.002513520636709e-10,2.2338854226463634e-06,0.2,0.5555555555555556,0.29411764705882354,5
164,MA-2,6,functional,sulfate transport,1.3416729265143322e-09,2.2338854226463634e-06,0.16,1.0,0.2758620689655173,4
166,MA-2,7,functional,tricarboxylic acid cycle,7.105835544261617e-16,2.3662432362391187e-12,0.12222222222222222,0.7333333333333333,0.2095238095238095,11
167,MA-2,7,functional,aerobic respiration,4.083768382981323e-11,6.799474357663903e-08,0.1111111111111111,0.4166666666666667,0.17543859649122806,10
168,MA-2,7,functional,glyoxylate cycle,6.013038891019059e-09,6.674473169031155e-06,0.05555555555555555,1.0,0.10526315789473684,5
169,MA-2,7,functional,oxidoreduction-driven active transmembrane transporter activity,2.7100626443479545e-07,0.00015040847676131146,0.044444444444444446,1.0,0.0851063829787234,4
170,MA-2,7,functional,cytochrome bo3 ubiquinol oxidase activity,2.7100626443479545e-07,0.00015040847676131146,0.044444444444444446,1.0,0.0851063829787234,4
171,MA-2,7,functional,cytochrome o ubiquinol oxidase complex,2.7100626443479545e-07,0.00015040847676131146,0.044444444444444446,1.0,0.0851063829787234,4
172,MA-2,7,functional,electron transport coupled proton transport,3.186053802167144e-07,0.0001515651308745227,0.05555555555555555,0.625,0.10204081632653061,5
173,MA-2,7,functional,ubiquinone binding,3.922100022336493e-06,0.0016325741342975652,0.044444444444444446,0.6666666666666666,0.08333333333333334,4
174,MA-2,7,functional,electron transfer activity,7.7697508515158e-06,0.0028748078150608457,0.08888888888888889,0.17391304347826086,0.11764705882352941,8
175,MA-2,7,functional,hydrogen ion transmembrane transporter activity,8.989299713393577e-06,0.0029934368045600613,0.044444444444444446,0.5714285714285714,0.08247422680412372,4
176,MA-2,7,functional,NADH dehydrogenase complex,1.019860927554093e-05,0.0030873971715955724,0.05555555555555555,0.35714285714285715,0.09615384615384616,5
177,MA-2,7,functional,cytochrome-c oxidase activity,1.2076911347349355e-05,0.0033513428988894457,0.03333333333333333,1.0,0.06451612903225806,3
178,MA-2,7,functional,plasma membrane respiratory chain complex I,1.501908414638144e-05,0.0038471961698038613,0.05555555555555555,0.3333333333333333,0.09523809523809525,5
179,MA-2,7,functional,aerobic electron transport chain,3.122497286676257e-05,0.0069319439764212905,0.044444444444444446,0.4444444444444444,0.08080808080808081,4
180,MA-2,7,functional,NADH dehydrogenase (ubiquinone) activity,3.122497286676257e-05,0.0069319439764212905,0.044444444444444446,0.4444444444444444,0.08080808080808081,4
182,MA-2,7,functional,peptidoglycan peptide transmembrane transporter activity,4.7494626595842097e-05,0.009788871697060691,0.03333333333333333,0.75,0.06382978723404256,3
181,MA-2,7,functional,flavin adenine dinucleotide binding,4.9973218873883404e-05,0.009788871697060691,0.06666666666666667,0.2,0.1,6
183,MA-2,7,functional,NADH dehydrogenase activity,5.4033779255536925e-05,0.00999624916227433,0.05555555555555555,0.2631578947368421,0.09174311926605505,5
184,MA-2,10,functional,intracellular pH elevation,1.1737538097242238e-07,0.0003908600186381665,0.23076923076923078,0.75,0.3529411764705882,3
185,MA-2,12,functional,D-methionine transport,3.74190988290361e-08,0.00012460559910069022,0.21428571428571427,1.0,0.35294117647058826,3
186,MA-2,12,functional,methionine transport,3.7260012431518235e-07,0.0006203792069847786,0.21428571428571427,0.6,0.3157894736842105,3
187,MA-2,12,functional,methionine biosynthetic process,7.436143086540248e-07,0.0008254118826059675,0.21428571428571427,0.5,0.3,3
188,MA-2,12,functional,D-methionine transmembrane transporter activity,1.2092605438161923e-05,0.008053675221815841,0.14285714285714285,1.0,0.25,2
189,MA-2,12,functional,L-methionine transmembrane transporter activity,1.2092605438161923e-05,0.008053675221815841,0.14285714285714285,1.0,0.25,2
190,MA-2,13,functional,'de novo' pyrimidine nucleobase biosynthetic process,2.2537253501277992e-07,0.0007504905415925572,0.25,0.6,0.35294117647058826,3
191,MA-2,13,functional,nitrogen compound metabolic process,7.860589737473189e-07,0.001308788191289286,0.25,0.42857142857142855,0.3157894736842105,3
192,MA-2,13,functional,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,8.770461087018536e-06,0.007301408854942931,0.16666666666666666,1.0,0.2857142857142857,2
193,MA-2,13,functional,carbamoyl-phosphate synthase complex,8.770461087018536e-06,0.007301408854942931,0.16666666666666666,1.0,0.2857142857142857,2
