,dataset,component,type,description,pvalue,qvalue,precision,recall,f1score,TP
194,MA-2,14,functional,ferredoxin hydrogenase complex,1.9574644410604187e-16,6.518356588731195e-13,0.5,1.0,0.6666666666666666,6
195,MA-2,15,functional,enterobactin biosynthetic process,8.605856861632772e-15,2.8657503349237132e-11,0.17073170731707318,1.0,0.2916666666666667,7
200,MA-2,16,functional,energy transducer activity,2.3643936073292056e-07,0.0007873430712406255,0.12,1.0,0.21428571428571425,3
202,MA-2,17,functional,detoxification of copper ion,5.9317104274558166e-18,1.975259572342787e-14,0.75,1.0,0.8571428571428571,6
213,MA-2,18,functional,arginine biosynthetic process,2.621816008935482e-15,8.730647309755155e-12,0.35294117647058826,1.0,0.5217391304347826,6
215,MA-2,19,functional,extracellular polysaccharide biosynthetic process,2.4394307293127654e-09,8.123304328611509e-06,0.14285714285714285,0.625,0.23255813953488372,5
219,MA-2,20,functional,structural constituent of ribosome,3.0133464484521544e-30,1.0034443673345674e-26,0.59375,0.3958333333333333,0.47500000000000003,19
227,MA-2,22,functional,lipopolysaccharide core region biosynthetic process,8.224385660417049e-19,2.7387204249188775e-15,0.2926829268292683,0.5,0.3692307692307692,12
229,MA-2,25,functional,transcriptional attenuation,5.098866214066471e-07,0.001697922449284135,0.09375,1.0,0.17142857142857143,3
230,MA-2,28,functional,cellular response to zinc ion starvation,3.986573221372047e-07,0.0013275288827168917,0.6666666666666666,1.0,0.8,2
231,MA-2,29,functional,histidine biosynthetic process,7.116153923068305e-24,2.3696792563817457e-20,0.8888888888888888,1.0,0.9411764705882353,8
234,MA-2,30,functional,glycerol-3-phosphate catabolic process,6.990381099929863e-08,5.819492265691612e-05,0.17647058823529413,1.0,0.3,3
238,MA-2,31,functional,anaerobic respiration,2.615627776802463e-15,8.710040496752202e-12,0.29545454545454547,0.2549019607843137,0.27368421052631586,13
244,MA-2,33,functional,NADH dehydrogenase complex,5.9219784607502603e-36,1.9720188274298367e-32,0.7368421052631579,1.0,0.8484848484848484,14
252,MA-2,35,functional,lipopolysaccharide core region biosynthetic process,2.308688430095915e-07,0.0007687932472219397,0.4,0.16666666666666666,0.23529411764705882,4
253,MA-2,38,functional,aerobic electron transport chain,1.7761680892902475e-12,5.9146397373365246e-09,0.2608695652173913,0.6666666666666666,0.37500000000000006,6
262,MA-2,45,functional,leucine biosynthetic process,7.860589737473189e-07,0.002617576382578572,0.25,0.42857142857142855,0.3157894736842105,3
263,MA-2,46,functional,response to heat,5.950197009314799e-16,1.981415604101828e-12,1.0,0.15384615384615385,0.2666666666666667,8
271,MA-2,47,functional,glutamine transport,5.756784435236323e-08,0.00019170092169336957,0.1875,1.0,0.3157894736842105,3
272,MA-2,48,functional,peptidoglycan peptide transmembrane transporter activity,5.303055045511235e-13,1.7659173301552415e-09,0.8,1.0,0.888888888888889,4
274,MA-2,50,functional,biological adhesion,1.1957663669787673e-06,0.003981902002039296,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
277,MA-2,51,functional,electron transfer activity,4.248658016277534e-06,0.007245853931292538,0.22727272727272727,0.10869565217391304,0.14705882352941177,5
279,MA-2,54,functional,response to cold,5.2500244950555485e-11,1.7482581568534976e-07,1.0,0.3333333333333333,0.5,4
280,MA-3,1,functional,enterobactin biosynthetic process,1.2335061501673607e-14,4.1075754800573114e-11,0.16279069767441862,1.0,0.28,7
291,MA-3,4,functional,cytochrome complex,7.424277063715705e-12,2.47228426221733e-08,0.5,1.0,0.6666666666666666,4
295,MA-3,6,functional,sulfate transport,1.7645809602837696e-07,0.0003110899281214386,0.04938271604938271,1.0,0.09411764705882353,4
304,MA-3,9,functional,bacterial-type flagellum-dependent cell motility,8.76723730664657e-21,2.9194900231133076e-17,0.22807017543859648,0.6842105263157895,0.3421052631578948,13
313,MA-3,10,functional,electron transfer activity,1.7258257569485594e-12,5.746999770638703e-09,0.11267605633802817,0.34782608695652173,0.1702127659574468,16
334,MA-3,12,functional,plasma membrane fumarate reductase complex,2.5190572077187334e-09,8.388460501703383e-06,0.13793103448275862,1.0,0.2424242424242424,4
341,MA-3,15,functional,glycerol-3-phosphate catabolic process,3.74190988290361e-08,4.1535199700230075e-05,0.21428571428571427,1.0,0.35294117647058826,3
344,MA-3,19,functional,ferredoxin hydrogenase complex,2.5395658952837317e-11,8.456754431294827e-08,0.08695652173913043,1.0,0.16,6
351,MA-3,20,functional,single-species biofilm formation,8.988375869758644e-07,0.0019649344473570435,0.11904761904761904,0.2777777777777778,0.16666666666666663,5
352,MA-3,21,functional,galactose transport,6.138431029691571e-09,2.0440975328872933e-05,0.04878048780487805,0.8571428571428571,0.0923076923076923,6
353,MA-3,27,functional,single-species biofilm formation,5.8885982980419536e-08,0.00019609032332479706,0.2,0.2777777777777778,0.23255813953488372,5
356,MA-3,28,functional,cellular response to zinc ion starvation,2.790601254960438e-06,0.009292702179018258,0.2857142857142857,1.0,0.4444444444444445,2
357,MA-3,29,functional,aerobic electron transport chain,8.32463430922616e-12,2.772103224972311e-08,0.20689655172413793,0.6666666666666666,0.31578947368421056,6
370,MA-3,30,functional,anaerobic respiration,1.4595932316153847e-16,4.860445461279231e-13,0.19540229885057472,0.3333333333333333,0.24637681159420285,17
380,MA-3,31,functional,purine nucleotide biosynthetic process,5.930418989443238e-06,0.009874147617422993,0.1111111111111111,0.5,0.1818181818181818,3
382,RNAseq-1,1,functional,CP4-44 prophage,8.635176652843056e-09,2.875513825396738e-05,1.0,0.3333333333333333,0.5,3
383,RNAseq-1,3,functional,cellular response to nutrient levels,2.3911215350508785e-06,0.007962434711719426,0.5,0.6666666666666666,0.5714285714285715,2
384,RNAseq-1,4,functional,nitrogen compound metabolic process,3.0083016535975807e-07,0.0010017644506479944,0.3333333333333333,0.42857142857142855,0.375,3
387,RNAseq-1,6,functional,glycolate dehydrogenase activity,1.3288577404573536e-06,0.004425096275722988,0.4,1.0,0.5714285714285715,2
388,RNAseq-1,8,functional,structural constituent of ribosome,5.12703088745354e-21,1.707301285522029e-17,0.75,0.25,0.375,12
392,RNAseq-1,9,functional,biological adhesion,4.1119888823116536e-10,1.3692922978097807e-06,0.75,1.0,0.8571428571428571,3
395,RNAseq-1,10,functional,maltodextrin transport,7.661792635478456e-15,2.5513769476143257e-11,0.625,1.0,0.7692307692307693,5
400,RNAseq-1,13,functional,glycine decarboxylation via glycine cleavage system,4.1119888822980966e-10,1.3692922978052663e-06,1.0,0.75,0.8571428571428571,3
401,RNAseq-1,16,functional,ferric-enterobactin transport,8.3336510710339265e-16,2.7751058066542975e-12,0.19047619047619047,0.8888888888888888,0.3137254901960784,8
409,RNAseq-1,17,functional,arginine biosynthetic process,3.7876936934258726e-13,1.2613019999108157e-09,0.45454545454545453,0.8333333333333334,0.5882352941176471,5
413,RNAseq-1,20,functional,putrescine catabolic process,2.384404807103318e-11,7.940068007654049e-08,0.6666666666666666,0.6666666666666666,0.6666666666666666,4
414,RNAseq-1,22,functional,anaerobic respiration,1.4783400144231248e-11,4.922872248029006e-08,0.34615384615384615,0.17647058823529413,0.23376623376623376,9
424,RNAseq-1,23,functional,fatty acid beta-oxidation,2.2034308185677186e-11,7.337424625830504e-08,0.5555555555555556,0.38461538461538464,0.4545454545454546,5
428,RNAseq-1,24,functional,L-leucine transmembrane transporter activity,1.6435096852140477e-10,5.472887251762779e-07,0.15625,0.8333333333333334,0.2631578947368421,5
442,RNAseq-1,25,functional,iron-sulfur cluster assembly,3.5943628204137344e-09,1.1969228191977736e-05,0.29411764705882354,0.3125,0.30303030303030304,5
449,RNAseq-1,26,functional,chemotaxis,3.8183455114140123e-17,1.271509055300866e-13,0.32,0.8,0.45714285714285713,8
457,RNAseq-1,28,functional,isochorismate synthase activity,3.986573221372047e-07,0.0013275288827168917,0.6666666666666666,1.0,0.8,2
458,RNAseq-1,29,functional,6-sulfoquinovose(1-) catabolic process,1.7239033429826627e-14,5.740598132132267e-11,0.5555555555555556,1.0,0.7142857142857143,5
460,RNAseq-1,30,functional,phosphoenolpyruvate-glycerone phosphotransferase activity,3.5979902720227007e-09,1.1981307605835593e-05,0.42857142857142855,1.0,0.6,3
464,RNAseq-1,32,functional,L-lactate dehydrogenase activity,2.3004864909569346e-08,7.660620014886592e-05,0.375,0.75,0.5,3
465,RNAseq-1,33,functional,intracellular pH elevation,1.866611739356328e-07,0.0006215817092056573,0.2,0.75,0.31578947368421056,3
466,RNAseq-1,34,functional,L-lyxose metabolic process,1.2302578086955714e-07,0.00040967585029562533,0.3,0.6,0.4,3
468,RNAseq-1,35,functional,hyperosmotic response,5.75678443522022e-09,1.9170092169283335e-05,1.0,0.375,0.5454545454545454,3
471,RNAseq-1,36,functional,lipopolysaccharide core region biosynthetic process,4.046961969202082e-11,1.3476383357442935e-07,0.14516129032258066,0.375,0.2093023255813954,9
474,RNAseq-1,37,functional,electron transfer activity,1.2390088175561805e-13,4.125899362462081e-10,0.2972972972972973,0.2391304347826087,0.26506024096385544,11
484,RNAseq-1,38,functional,e14 prophage,7.197175162408112e-18,2.3966593290819015e-14,0.8,0.38095238095238093,0.5161290322580645,8
485,RNAseq-1,39,functional,cytosolic large ribosomal subunit,7.051106012448824e-07,0.0023480183021454583,0.14634146341463414,0.1875,0.16438356164383558,6
487,RNAseq-1,40,functional,galactarate catabolic process,3.5979902720227007e-09,1.1981307605835593e-05,0.42857142857142855,1.0,0.6,3
489,RNAseq-1,41,functional,response to heat,3.6448816952681166e-16,1.213745604524283e-12,0.8181818181818182,0.17307692307692307,0.28571428571428575,9
498,RNAseq-1,43,functional,cell adhesion,5.474389108054545e-08,0.00010921364559754852,0.5714285714285714,0.15384615384615385,0.24242424242424246,4
502,RNAseq-1,44,functional,nitrogen utilization,8.605856861632772e-15,2.8657503349237132e-11,0.17073170731707318,1.0,0.2916666666666667,7
505,RNAseq-1,46,functional,sulfur compound metabolic process,1.98051789925272e-10,6.595124604511558e-07,0.2631578947368421,0.5555555555555556,0.35714285714285715,5
507,RNAseq-1,48,functional,iron assimilation by chelation and transport,1.1480187200265817e-07,0.00038229023376885174,0.5,0.375,0.42857142857142855,3
509,RNAseq-1,51,functional,enterobactin biosynthetic process,1.2968360594641962e-10,4.3184640780157733e-07,0.5714285714285714,0.5714285714285714,0.5714285714285714,4
510,RNAseq-1,52,functional,e14 prophage,4.381387062022824e-08,0.00014590018916536005,0.5,0.19047619047619047,0.27586206896551724,4
511,RNAseq-1,53,functional,taurine transport,3.5979902720227007e-09,1.1981307605835593e-05,0.42857142857142855,1.0,0.6,3
518,RNAseq-1,54,functional,thiamine biosynthetic process,2.1646516962145592e-12,7.208290148394483e-09,0.5555555555555556,0.5555555555555556,0.5555555555555556,5
519,RNAseq-1,56,functional,D-xylose metabolic process,2.26159388527142e-08,3.765553818976915e-05,0.25,1.0,0.4,3
523,RNAseq-1,57,functional,histidine biosynthetic process,7.116153923068305e-24,2.3696792563817457e-20,0.8888888888888888,1.0,0.9411764705882353,8
526,RNAseq-1,58,functional,glycerol-3-phosphate catabolic process,5.756784435236337e-09,6.390030723112334e-06,0.375,1.0,0.5454545454545454,3
530,RNAseq-1,59,functional,purine nucleotide biosynthetic process,7.436143086540248e-07,0.002476235647817903,0.21428571428571427,0.5,0.3,3
531,RNAseq-1,60,functional,L-fucose catabolic process,4.8401097565259505e-09,1.6117565489231415e-05,0.2222222222222222,0.6666666666666666,0.3333333333333333,4
536,RNAseq-1,62,functional,lipopolysaccharide core region biosynthetic process,8.099529937853819e-11,2.6971434693053217e-07,0.2692307692307692,0.2916666666666667,0.27999999999999997,7
537,RNAseq-1,63,functional,detoxification of copper ion,5.9317104274558166e-18,1.975259572342787e-14,0.75,1.0,0.8571428571428571,6
548,RNAseq-1,65,functional,bacterial-type flagellum-dependent cell motility,1.9537073159310743e-16,6.505845362050478e-13,0.2631578947368421,0.5263157894736842,0.35087719298245607,10
551,RNAseq-1,66,functional,colanic acid biosynthetic process,1.9262999482396488e-07,0.000641457882763803,0.17391304347826086,0.4,0.24242424242424243,4
552,RNAseq-1,67,functional,L-fucose catabolic process,1.585939973852841e-09,5.28118011292996e-06,0.2857142857142857,0.6666666666666666,0.4,4
554,RNAseq-1,69,functional,L-arabinose catabolic process to xylulose 5-phosphate,3.74190988290361e-08,0.00012460559910069022,0.21428571428571427,1.0,0.35294117647058826,3
555,RNAseq-1,71,functional,L-idonate catabolic process,3.74190988290361e-08,0.00012460559910069022,0.21428571428571427,1.0,0.35294117647058826,3
560,RNAseq-1,72,functional,nickel-transporting ATPase activity,5.303055045511235e-13,1.7659173301552415e-09,0.8,1.0,0.888888888888889,4
565,RNAseq-1,73,functional,methionine biosynthetic process,1.6402736405873352e-12,5.462111223155826e-09,0.35714285714285715,0.8333333333333334,0.5,5
570,RNAseq-1,74,functional,energy transducer activity,1.1719168314588236e-07,0.0003902483048757883,0.15,1.0,0.2608695652173913,3
574,RNAseq-1,76,functional,phosphoenolpyruvate-dependent sugar phosphotransferase system,1.7298781882665433e-10,5.76049436692759e-07,0.3888888888888889,0.1794871794871795,0.24561403508771928,7
586,RNAseq-1,77,functional,tryptophan biosynthetic process,2.007088711121236e-07,0.0006683605408033716,0.42857142857142855,0.375,0.39999999999999997,3
587,RNAseq-1,80,functional,transcriptional attenuation,2.26159388527142e-08,7.53110763795383e-05,0.25,1.0,0.4,3
589,RNAseq-1,82,functional,plasma membrane fumarate reductase complex,4.9277048093875835e-08,0.0001283115956258159,0.3,0.75,0.4285714285714285,3
594,RNAseq-1,83,functional,tryptophan biosynthetic process,9.628962070885437e-13,3.2064443696048506e-09,0.5555555555555556,0.625,0.5882352941176471,5
596,RNAseq-1,87,functional,leucine biosynthetic process,1.2197029418226165e-09,4.061610796269313e-06,0.36363636363636365,0.5714285714285714,0.4444444444444444,4
601,RNAseq-2,1,functional,electron transfer activity,3.5561088679283565e-09,1.1841842530201428e-05,0.18,0.1956521739130435,0.18749999999999997,9
608,RNAseq-2,3,functional,nickel-transporting ATPase activity,1.590916513653367e-12,5.297751990465712e-09,0.6666666666666666,1.0,0.8,4
612,RNAseq-2,5,functional,arginine biosynthetic process,3.766088446626392e-09,6.270537263632943e-06,0.23529411764705882,0.6666666666666666,0.3478260869565218,4
619,RNAseq-2,6,functional,detoxification of copper ion,9.787322205302075e-17,3.2591782943655913e-13,0.5454545454545454,1.0,0.7058823529411764,6
631,RNAseq-2,7,functional,anaerobic electron transport chain,5.453304322923755e-09,1.5088178065204187e-05,0.14285714285714285,0.5555555555555556,0.22727272727272727,5
639,RNAseq-2,9,functional,histidine biosynthetic process,1.606900814153595e-13,5.350979711131472e-10,0.7142857142857143,0.625,0.6666666666666666,5
640,RNAseq-2,10,functional,taurine transport,1.6961954139535548e-08,5.648330728465338e-05,0.2727272727272727,1.0,0.42857142857142855,3
643,RNAseq-2,11,functional,branched-chain amino acid transmembrane transporter activity,3.3372125401402138e-09,5.556458879333456e-06,0.12903225806451613,1.0,0.2285714285714286,4
653,RNAseq-2,12,functional,aromatic amino acid family biosynthetic process,9.316023469762118e-10,3.1022358154307854e-06,0.5,0.4444444444444444,0.47058823529411764,4
655,RNAseq-2,13,functional,leucine biosynthetic process,2.6852750041038652e-08,8.941965763665872e-05,0.18181818181818182,0.5714285714285714,0.27586206896551724,4
657,RNAseq-2,14,functional,ferredoxin hydrogenase complex,9.787322205302075e-17,3.2591782943655913e-13,0.5454545454545454,1.0,0.7058823529411764,6
658,RNAseq-2,15,functional,L-lactate dehydrogenase activity,1.4935789382903484e-07,0.000497361786450686,0.21428571428571427,0.75,0.3333333333333333,3
659,RNAseq-2,16,functional,enterobactin biosynthetic process,1.4668721785773978e-14,4.8846843546627345e-11,0.1590909090909091,1.0,0.2745098039215686,7
663,RNAseq-2,18,functional,colanic acid biosynthetic process,7.697658079479885e-10,2.563320140466802e-06,0.11764705882352941,0.6,0.19672131147540983,6
664,RNAseq-2,21,functional,NADH dehydrogenase complex,3.7843730955319173e-23,1.2601962408121285e-19,0.625,0.7142857142857143,0.6666666666666666,10
681,RNAseq-2,22,functional,taurine transport,8.388457319915808e-08,0.0002793356287531964,0.16666666666666666,1.0,0.2857142857142857,3
682,RNAseq-2,23,functional,[Ni-Fe] hydrogenase complex,1.6219360611301861e-06,0.0043108053079876675,0.2,0.42857142857142855,0.27272727272727276,3
684,RNAseq-2,24,functional,bacterial-type flagellum-dependent swarming motility,5.134876939809135e-15,1.709914020956442e-11,0.2962962962962963,0.5714285714285714,0.3902439024390244,8
690,RNAseq-2,25,functional,ATP-binding cassette (ABC) transporter complex,8.996681272718535e-10,2.9958948638152723e-06,0.25,0.14492753623188406,0.1834862385321101,10
702,RNAseq-2,26,functional,tryptophan biosynthetic process,1.525000178909374e-11,5.0782505957682155e-08,0.35714285714285715,0.625,0.45454545454545453,5
704,RNAseq-2,27,functional,leucine biosynthetic process,1.0543658312226647e-06,0.0035110382179714735,0.07547169811320754,0.5714285714285714,0.13333333333333333,4
705,RNAseq-2,30,functional,response to heat,3.39086853152269e-18,1.1291592209970559e-14,0.6875,0.21153846153846154,0.3235294117647059,11
717,RNAseq-2,31,functional,structural constituent of ribosome,1.2338209791123228e-46,4.108623860444035e-43,0.6923076923076923,0.5625,0.6206896551724138,27
728,RNAseq-2,32,functional,phosphate ion transport,1.2686513699152103e-06,0.0021123045309088253,0.06976744186046512,1.0,0.13043478260869565,3
730,RNAseq-2,34,functional,maltodextrin transport,3.602957986833752e-12,1.1997850096156394e-08,0.22727272727272727,1.0,0.37037037037037035,5
734,RNAseq-2,36,functional,trimethylamine-N-oxide reductase (cytochrome c) activity,1.1957663669787673e-06,0.003981902002039296,0.6666666666666666,0.6666666666666666,0.6666666666666666,2
735,RNAseq-2,37,functional,'de novo' pyrimidine nucleobase biosynthetic process,1.6909491820439939e-07,0.00056308607762065,0.2727272727272727,0.6,0.37499999999999994,3
739,RNAseq-2,38,functional,L-glutamine transmembrane transporter activity,5.979859832058073e-06,0.006637644413584461,0.2,1.0,0.33333333333333337,2
742,RNAseq-2,40,functional,galactitol transport,2.788579677342426e-07,0.00046429851627751394,0.17647058823529413,0.75,0.2857142857142857,3
744,RNAseq-2,45,functional,enterobactin biosynthetic process,5.121136226039736e-14,1.7053383632712323e-10,0.1346153846153846,1.0,0.23728813559322035,7
756,RNAseq-2,50,functional,threonine catabolic process,3.6507993480082534e-09,1.2157161828867485e-05,0.3333333333333333,0.5,0.4,4
758,combined,0,functional,branched-chain amino acid transmembrane transporter activity,4.1109282712802924e-10,6.844695571681687e-07,0.21052631578947367,1.0,0.34782608695652173,4
769,combined,1,functional,threonine catabolic process,2.007088711121236e-07,0.0006683605408033716,0.42857142857142855,0.375,0.39999999999999997,3
770,combined,2,functional,Rac prophage,1.1452621769257647e-06,0.003813723049162797,0.06930693069306931,0.30434782608695654,0.11290322580645161,7
771,combined,4,functional,L-lyxose metabolic process,1.6909491820439939e-07,0.00056308607762065,0.2727272727272727,0.6,0.37499999999999994,3
773,combined,5,functional,chemotaxis,1.095755034172947e-16,3.648864263795914e-13,0.2857142857142857,0.8,0.4210526315789473,8
781,combined,8,functional,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",2.384404807103318e-11,7.940068007654049e-08,0.6666666666666666,0.6666666666666666,0.6666666666666666,4
785,combined,10,functional,ferric-enterobactin transport,1.0236116678479653e-15,3.408626853933725e-12,0.18604651162790697,0.8888888888888888,0.3076923076923077,8
794,combined,14,functional,UDP-N-acetylglucosamine biosynthetic process,2.3207859732706386e-06,0.007728217290991227,0.15,0.5,0.23076923076923075,3
795,combined,15,functional,sulfate transport,3.450061551534876e-08,0.00011488704966611138,0.3333333333333333,0.75,0.46153846153846156,3
796,combined,17,functional,intracellular pH elevation,4.9277048093875835e-08,0.00016409257015260654,0.3,0.75,0.4285714285714285,3
799,combined,20,functional,threonine biosynthetic process,2.790601254960438e-06,0.009292702179018258,0.2857142857142857,1.0,0.4444444444444445,2
800,combined,22,functional,menaquinone biosynthetic process,1.2302578086913188e-07,0.0004096758502942092,0.6,0.3,0.4,3
802,combined,23,functional,CP4-44 prophage,8.635176652843056e-09,2.875513825396738e-05,1.0,0.3333333333333333,0.5,3
803,combined,24,functional,fatty acid beta-oxidation,3.4709631376531464e-10,1.155830724838498e-06,0.35714285714285715,0.38461538461538464,0.3703703703703704,5
806,combined,25,functional,methylgalactoside transport,8.219205015029286e-09,2.7369952700047522e-05,0.5,0.75,0.6,3
810,combined,26,functional,galactose catabolic process via UDP-galactose,5.032630722346335e-09,1.6758660305413294e-05,0.26666666666666666,0.5714285714285714,0.36363636363636365,4
816,combined,29,functional,D-xylose metabolic process,2.26159388527142e-08,3.765553818976915e-05,0.25,1.0,0.4,3
820,combined,30,functional,arginine biosynthetic process,8.211182006006733e-15,2.7343236080002424e-11,0.3,1.0,0.4615384615384615,6
824,combined,33,functional,galactarate catabolic process,5.756784435236337e-09,1.9170092169337003e-05,0.375,1.0,0.5454545454545454,3
