sample_id,project_id,condition_id,rep,dataset,baseline,gene_change,change_type,machine,PMID,GEO,CEL_file,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment,,,,,,,,,,,,,,
bcp___U_N0075_r2,bcp,U_N0075,2,MA-1,,b2480,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
bcp___U_N0075_r3,bcp,U_N0075,3,MA-1,,b2480,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
cpxR__U_N0075_r1,cpxR,U_N0075,1,MA-1,,b3912,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
cpxR__U_N0075_r2,cpxR,U_N0075,2,MA-1,,b3912,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
cpxR__U_N0075_r3,cpxR,U_N0075,3,MA-1,,b3912,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
crcB__U_N0075_r1,crcB,U_N0075,1,MA-1,,b0624,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
crcB__U_N0075_r2,crcB,U_N0075,2,MA-1,,b0624,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
crcB__U_N0075_r3,crcB,U_N0075,3,MA-1,,b0624,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
crp___U_N0075_r1,crp,U_N0075,1,MA-1,,b3357,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
crp___U_N0075_r2,crp,U_N0075,2,MA-1,,b3357,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
crp___U_N0075_r3,crp,U_N0075,3,MA-1,,b3357,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
cspF__U_N0075_r1,cspF,U_N0075,1,MA-1,,b1558,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
cspF__U_N0075_r2,cspF,U_N0075,2,MA-1,,b1558,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
cspF__U_N0075_r3,cspF,U_N0075,3,MA-1,,b1558,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dam___U_N0075_r1,dam,U_N0075,1,MA-1,,b3387,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dam___U_N0075_r2,dam,U_N0075,2,MA-1,,b3387,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dam___U_N0075_r3,dam,U_N0075,3,MA-1,,b3387,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaA__U_N0075_r1,dnaA,U_N0075,1,MA-1,,b3702,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaA__U_N0075_r2,dnaA,U_N0075,2,MA-1,,b3702,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaA__U_N0075_r3,dnaA,U_N0075,3,MA-1,,b3702,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaN__U_N0075_r1,dnaN,U_N0075,1,MA-1,,b3701,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaN__U_N0075_r2,dnaN,U_N0075,2,MA-1,,b3701,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaN__U_N0075_r3,dnaN,U_N0075,3,MA-1,,b3701,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaT__U_N0075_r1,dnaT,U_N0075,1,MA-1,,b4362,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaT__U_N0075_r2,dnaT,U_N0075,2,MA-1,,b4362,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dnaT__U_N0075_r3,dnaT,U_N0075,3,MA-1,,b4362,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
emrR__U_N0075_r1,emrR,U_N0075,1,MA-1,,b2684,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
emrR__U_N0075_r3,emrR,U_N0075,3,MA-1,,b2684,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
era___U_N0075_r1,era,U_N0075,1,MA-1,,b2566,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
era___U_N0075_r2,era,U_N0075,2,MA-1,,b2566,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
era___U_N0075_r3,era,U_N0075,3,MA-1,,b2566,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
fis___U_N0075_r1,fis,U_N0075,1,MA-1,,b3261,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
fis___U_N0075_r2,fis,U_N0075,2,MA-1,,b3261,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
fis___U_N0075_r3,fis,U_N0075,3,MA-1,,b3261,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
fklB__U_N0075_r1,fklB,U_N0075,1,MA-1,,b4207,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
fklB__U_N0075_r2,fklB,U_N0075,2,MA-1,,b4207,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
fklB__U_N0075_r3,fklB,U_N0075,3,MA-1,,b4207,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
folA__U_N0075_r1,folA,U_N0075,1,MA-1,,b0048,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
folA__U_N0075_r2,folA,U_N0075,2,MA-1,,b0048,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
folA__U_N0075_r3,folA,U_N0075,3,MA-1,,b0048,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
galF__U_N0075_r1,galF,U_N0075,1,MA-1,,b2042,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
galF__U_N0075_r2,galF,U_N0075,2,MA-1,,b2042,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
galF__U_N0075_r3,galF,U_N0075,3,MA-1,,b2042,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gcvR__U_N0075_r1,gcvR,U_N0075,1,MA-1,,b2479,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gcvR__U_N0075_r2,gcvR,U_N0075,2,MA-1,,b2479,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gcvR__U_N0075_r3,gcvR,U_N0075,3,MA-1,,b2479,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gyrA__U_N0075_r1,gyrA,U_N0075,1,MA-1,,b2231,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gyrA__U_N0075_r2,gyrA,U_N0075,2,MA-1,,b2231,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gyrA__U_N0075_r3,gyrA,U_N0075,3,MA-1,,b2231,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gyrI__U_N0075_r1,gyrI,U_N0075,1,MA-1,,b2009,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gyrI__U_N0075_r2,gyrI,U_N0075,2,MA-1,,b2009,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
gyrI__U_N0075_r3,gyrI,U_N0075,3,MA-1,,b2009,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
hlpA__U_N0075_r1,hlpA,U_N0075,1,MA-1,,b0179,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
