sample_id,project_id,condition_id,rep,machine,PMID,GEO,CEL_file,baseline,gene_change,change_type,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment
luc___U_N0025_r3,luc,U_N0025,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
mazF___U_N0025_r1,mazF,U_N0025,1,GPL199 (Faith),,GSE6836,,,b2782,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
mazF___U_N0025_r2,mazF,U_N0025,2,GPL199 (Faith),,GSE6836,,,b2782,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
mazF___U_N0025_r3,mazF,U_N0025,3,GPL199 (Faith),,GSE6836,,,b2782,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA___U_N0025_r1,recA,U_N0025,1,GPL199 (Faith),,GSE6836,,,b2699,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA___U_N0025_r2,recA,U_N0025,2,GPL199 (Faith),,GSE6836,,,b2699,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
recA___U_N0025_r3,recA,U_N0025,3,GPL199 (Faith),,GSE6836,,,b2699,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
relE___U_N0025_r1,relE,U_N0025,1,GPL199 (Faith),,GSE6836,,,b1563,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
relE___U_N0025_r2,relE,U_N0025,2,GPL199 (Faith),,GSE6836,,,b1563,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
relE___U_N0025_r3,relE,U_N0025,3,GPL199 (Faith),,GSE6836,,,b1563,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ruvA___U_N0025_r1,ruvA,U_N0025,1,GPL199 (Faith),,GSE6836,,,b1861,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ruvA___U_N0025_r2,ruvA,U_N0025,2,GPL199 (Faith),,GSE6836,,,b1861,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ruvA___U_N0025_r3,ruvA,U_N0025,3,GPL199 (Faith),,GSE6836,,,b1861,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
sulA___U_N0025_r1,sulA,U_N0025,1,GPL199 (Faith),,GSE6836,,,b0958,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
sulA___U_N0025_r2,sulA,U_N0025,2,GPL199 (Faith),,GSE6836,,,b0958,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
sulA___U_N0025_r3,sulA,U_N0025,3,GPL199 (Faith),,GSE6836,,,b0958,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
umuD___U_N0025_r1,umuD,U_N0025,1,GPL199 (Faith),,GSE6836,,,b1183,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
umuD___U_N0025_r2,umuD,U_N0025,2,GPL199 (Faith),,GSE6836,,,b1183,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
umuD___U_N0025_r3,umuD,U_N0025,3,GPL199 (Faith),,GSE6836,,,b1183,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
uvrA___U_N0025_r1,uvrA,U_N0025,1,GPL199 (Faith),,GSE6836,,,b4058,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
uvrA___U_N0025_r2,uvrA,U_N0025,2,GPL199 (Faith),,GSE6836,,,b4058,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
uvrA___U_N0025_r3,uvrA,U_N0025,3,GPL199 (Faith),,GSE6836,,,b4058,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
yebF__U_N0075_r1,yebF,U_N0075,1,GPL199 (Faith),,GSE6836,,,b1847,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
yebF__U_N0075_r2,yebF,U_N0075,2,GPL199 (Faith),,GSE6836,,,b1847,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
yebF__U_N0075_r3,yebF,U_N0075,3,GPL199 (Faith),,GSE6836,,,b1847,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc___U_N0075_r1,luc,U_N0075,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc___U_N0075_r2,luc,U_N0075,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc___U_N0075_r3,luc,U_N0075,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
zipA__U_N0075_r1,zipA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2412,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
zipA__U_N0075_r2,zipA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2412,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
zipA__U_N0075_r3,zipA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2412,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc___U_N0000_r1,luc,U_N0000,1,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc___U_N0000_r2,luc,U_N0000,2,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
luc___U_N0000_r3,luc,U_N0000,3,GPL199 (Faith),,GSE6836,,,,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
b2618_U_N0075_r1,b2618,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2618,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
b2618_U_N0075_r2,b2618,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2618,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
b2618_U_N0075_r3,b2618,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2618,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
bcp___U_N0075_r1,bcp,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2480,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
bcp___U_N0075_r2,bcp,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2480,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
bcp___U_N0075_r3,bcp,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2480,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
cpxR__U_N0075_r1,cpxR,U_N0075,1,GPL199 (Faith),,GSE6836,,,b3912,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
cpxR__U_N0075_r2,cpxR,U_N0075,2,GPL199 (Faith),,GSE6836,,,b3912,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
cpxR__U_N0075_r3,cpxR,U_N0075,3,GPL199 (Faith),,GSE6836,,,b3912,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
crcB__U_N0075_r1,crcB,U_N0075,1,GPL199 (Faith),,GSE6836,,,b0624,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
crcB__U_N0075_r2,crcB,U_N0075,2,GPL199 (Faith),,GSE6836,,,b0624,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
crcB__U_N0075_r3,crcB,U_N0075,3,GPL199 (Faith),,GSE6836,,,b0624,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
crp___U_N0075_r1,crp,U_N0075,1,GPL199 (Faith),,GSE6836,,,b3357,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
crp___U_N0075_r2,crp,U_N0075,2,GPL199 (Faith),,GSE6836,,,b3357,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
crp___U_N0075_r3,crp,U_N0075,3,GPL199 (Faith),,GSE6836,,,b3357,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
cspF__U_N0075_r1,cspF,U_N0075,1,GPL199 (Faith),,GSE6836,,,b1558,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
cspF__U_N0075_r2,cspF,U_N0075,2,GPL199 (Faith),,GSE6836,,,b1558,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
cspF__U_N0075_r3,cspF,U_N0075,3,GPL199 (Faith),,GSE6836,,,b1558,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dam___U_N0075_r1,dam,U_N0075,1,GPL199 (Faith),,GSE6836,,,b3387,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dam___U_N0075_r2,dam,U_N0075,2,GPL199 (Faith),,GSE6836,,,b3387,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dam___U_N0075_r3,dam,U_N0075,3,GPL199 (Faith),,GSE6836,,,b3387,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaA__U_N0075_r1,dnaA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b3702,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaA__U_N0075_r2,dnaA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b3702,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaA__U_N0075_r3,dnaA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b3702,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaN__U_N0075_r1,dnaN,U_N0075,1,GPL199 (Faith),,GSE6836,,,b3701,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaN__U_N0075_r2,dnaN,U_N0075,2,GPL199 (Faith),,GSE6836,,,b3701,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaN__U_N0075_r3,dnaN,U_N0075,3,GPL199 (Faith),,GSE6836,,,b3701,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaT__U_N0075_r1,dnaT,U_N0075,1,GPL199 (Faith),,GSE6836,,,b4362,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaT__U_N0075_r2,dnaT,U_N0075,2,GPL199 (Faith),,GSE6836,,,b4362,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
dnaT__U_N0075_r3,dnaT,U_N0075,3,GPL199 (Faith),,GSE6836,,,b4362,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
emrR__U_N0075_r1,emrR,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2684,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
emrR__U_N0075_r3,emrR,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2684,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
era___U_N0075_r1,era,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2566,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
era___U_N0075_r2,era,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2566,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
era___U_N0075_r3,era,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2566,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
fis___U_N0075_r1,fis,U_N0075,1,GPL199 (Faith),,GSE6836,,,b3261,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
fis___U_N0075_r2,fis,U_N0075,2,GPL199 (Faith),,GSE6836,,,b3261,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
fis___U_N0075_r3,fis,U_N0075,3,GPL199 (Faith),,GSE6836,,,b3261,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
fklB__U_N0075_r1,fklB,U_N0075,1,GPL199 (Faith),,GSE6836,,,b4207,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
fklB__U_N0075_r2,fklB,U_N0075,2,GPL199 (Faith),,GSE6836,,,b4207,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
fklB__U_N0075_r3,fklB,U_N0075,3,GPL199 (Faith),,GSE6836,,,b4207,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
folA__U_N0075_r1,folA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b0048,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
folA__U_N0075_r2,folA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b0048,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
folA__U_N0075_r3,folA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b0048,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
galF__U_N0075_r1,galF,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2042,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
galF__U_N0075_r2,galF,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2042,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
galF__U_N0075_r3,galF,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2042,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gcvR__U_N0075_r1,gcvR,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2479,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gcvR__U_N0075_r2,gcvR,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2479,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gcvR__U_N0075_r3,gcvR,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2479,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gyrA__U_N0075_r1,gyrA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2231,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gyrA__U_N0075_r2,gyrA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2231,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gyrA__U_N0075_r3,gyrA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2231,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gyrI__U_N0075_r1,gyrI,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2009,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gyrI__U_N0075_r2,gyrI,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2009,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
gyrI__U_N0075_r3,gyrI,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2009,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
hlpA__U_N0075_r1,hlpA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b0179,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
hlpA__U_N0075_r2,hlpA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b0179,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
hlpA__U_N0075_r3,hlpA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b0179,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
holD__U_N0075_r1,holD,U_N0075,1,GPL199 (Faith),,GSE6836,,,b4372,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
holD__U_N0075_r2,holD,U_N0075,2,GPL199 (Faith),,GSE6836,,,b4372,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
holD__U_N0075_r3,holD,U_N0075,3,GPL199 (Faith),,GSE6836,,,b4372,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
hscA__U_N0075_r1,hscA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b2526,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
hscA__U_N0075_r2,hscA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b2526,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
hscA__U_N0075_r3,hscA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b2526,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
IHF___U_N0075_r1,IHF,U_N0075,1,GPL199 (Faith),,GSE6836,,,b1712,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
IHF___U_N0075_r3,IHF,U_N0075,3,GPL199 (Faith),,GSE6836,,,b1712,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ldrA__U_N0075_r1,ldrA,U_N0075,1,GPL199 (Faith),,GSE6836,,,b4419,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ldrA__U_N0075_r2,ldrA,U_N0075,2,GPL199 (Faith),,GSE6836,,,b4419,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
ldrA__U_N0075_r3,ldrA,U_N0075,3,GPL199 (Faith),,GSE6836,,,b4419,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
mcrB__U_N0075_r1,mcrB,U_N0075,1,GPL199 (Faith),,GSE6836,,,b4346,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
mcrB__U_N0075_r2,mcrB,U_N0075,2,GPL199 (Faith),,GSE6836,,,b4346,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
mcrB__U_N0075_r3,mcrB,U_N0075,3,GPL199 (Faith),,GSE6836,,,b4346,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
mcrC__U_N0075_r1,mcrC,U_N0075,1,GPL199 (Faith),,GSE6836,,,b4345,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
mcrC__U_N0075_r2,mcrC,U_N0075,2,GPL199 (Faith),,GSE6836,,,b4345,overexpression,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,
