,dataset,component,type,description,pvalue,qvalue,precision,recall,f1score,TP
130,colombos,68,biological,threonine biosynthetic process,9.30313906520879e-07,0.0030979453087145274,0.5,1.0,0.6666666666666666,2
131,colombos,69,biological,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",2.585995087134605e-08,8.611363640158235e-05,0.6,0.5,0.5454545454545454,3
135,colombos,72,biological,asparagine biosynthetic process,1.5505231775348048e-07,0.000258162109059545,1.0,1.0,1.0,2
137,colombos,73,biological,leucine biosynthetic process,7.56285995533561e-11,2.518432365126758e-07,0.6666666666666666,0.5714285714285714,0.6153846153846153,4
138,colombos,75,biological,tricarboxylic acid cycle,1.3817736501214496e-15,4.6013062549044275e-12,0.6363636363636364,0.4666666666666667,0.5384615384615385,7
141,colombos,83,biological,sulfur compound metabolic process,5.9577621568661655e-09,1.9839347982364333e-05,0.36363636363636365,0.4444444444444444,0.39999999999999997,4
144,colombos,84,biological,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,1.5505231775348048e-07,0.000258162109059545,1.0,1.0,1.0,2
148,colombos,85,biological,spermidine transmembrane transporter activity,1.5505231775348048e-07,0.00051632421811909,1.0,1.0,1.0,2
156,colombos,86,biological,iron assimilation by chelation and transport,7.22869778345458e-08,0.00024071563618903753,0.6,0.375,0.4615384615384615,3
159,colombos,87,biological,lipopolysaccharide core region biosynthetic process,6.0848550646527535e-24,2.026256736529367e-20,0.8461538461538461,0.4583333333333333,0.5945945945945945,11
160,colombos,90,biological,iron-sulfur cluster assembly,4.884785107914987e-11,1.6266334409356907e-07,0.625,0.3125,0.4166666666666667,5
162,colombos,91,biological,putrescine catabolic process,7.57128606362135e-11,2.5212382591859094e-07,0.5714285714285714,0.6666666666666666,0.6153846153846153,4
163,colombos,92,biological,peptidoglycan biosynthetic process,3.6036222167556746e-12,1.2000061981796397e-08,0.4666666666666667,0.25925925925925924,0.33333333333333337,7
166,colombos,93,biological,maltodextrin transport,5.0441557935376505e-11,1.6797038792480377e-07,0.5,0.8,0.6153846153846154,4
170,colombos,94,biological,glyoxylate cycle,1.2957018196687752e-09,4.314687059497021e-06,1.0,0.6,0.7499999999999999,3
171,colombos,96,biological,NADH dehydrogenase complex,5.3762284832821903e-36,1.7902840849329694e-32,1.0,0.9285714285714286,0.962962962962963,13
179,colombos,97,biological,Gram-negative-bacterium-type cell outer membrane assembly,3.881601273176752e-12,1.2925732239678584e-08,0.10666666666666667,0.7272727272727273,0.186046511627907,8
182,colombos,99,biological,branched-chain amino acid transmembrane transporter activity,1.8195422599890957e-11,3.029537862881844e-08,0.4444444444444444,1.0,0.6153846153846153,4
193,colombos,103,biological,fatty acid biosynthetic process,2.1586289031263834e-09,7.188234247410857e-06,0.6666666666666666,0.2857142857142857,0.4,4
197,colombos,110,biological,L-arabinose catabolic process to xylulose 5-phosphate,4.534956368835107e-09,7.550702354110453e-06,0.42857142857142855,1.0,0.6,3
201,colombos,111,biological,glutamate synthase (NADPH) activity,1.5505231775348048e-07,0.00051632421811909,1.0,1.0,1.0,2
203,colombos,113,biological,purine nucleotide biosynthetic process,5.087560500908574e-08,0.00016941576468025552,0.13793103448275862,0.6666666666666666,0.2285714285714286,4
205,colombos,114,biological,hydrogen peroxide catabolic process,4.6515695326205323e-07,0.0015489726543626372,1.0,0.6666666666666666,0.8,2
207,colombos,115,biological,nitric oxide catabolic process,2.7883524796250632e-06,0.009285213757151462,0.6666666666666666,0.5,0.5714285714285715,2
208,colombos,119,biological,cytosol,5.95831954171118e-07,0.001984120407389823,0.8333333333333334,0.01557632398753894,0.03058103975535168,15
210,colombos,122,biological,structural constituent of ribosome,1.490680581472025e-07,0.0004963966336301843,0.45454545454545453,0.10416666666666667,0.1694915254237288,5
211,colombos,124,biological,detoxification of copper ion,2.325784766308521e-06,0.0077448632718073755,1.0,0.3333333333333333,0.5,2
212,colombos,127,biological,bacterial-type flagellum-dependent cell motility,4.490975797235662e-13,1.4954949404794755e-09,0.27586206896551724,0.42105263157894735,0.3333333333333333,8
213,colombos,128,biological,nitrogen compound metabolic process,1.5792957771434006e-07,0.0005259054937887524,0.42857142857142855,0.42857142857142855,0.42857142857142855,3
216,colombos,129,biological,CP4-6 prophage,4.4978161173266905e-20,1.497772767069788e-16,0.24561403508771928,0.56,0.3414634146341463,14
218,colombos,131,biological,"propionate metabolic process, methylcitrate cycle",2.789905158107762e-06,0.009290384176498849,0.5,0.6666666666666666,0.5714285714285715,2
219,colombos,132,biological,tryptophan biosynthetic process,3.5246136113691793e-10,1.1736963325859369e-06,0.5714285714285714,0.5,0.5333333333333333,4
221,colombos,141,biological,nitrate reductase complex,5.180641156892485e-09,1.7251535052451975e-05,0.6,0.75,0.6666666666666665,3
224,colombos,142,biological,galactitol catabolic process,2.3257847663021996e-06,0.007744863271786325,0.3333333333333333,1.0,0.5,2
225,colombos,143,biological,plasma membrane fumarate reductase complex,1.0108568111050463e-11,3.366153180979804e-08,0.5,1.0,0.6666666666666666,4
232,colombos,148,biological,chorismate mutase activity,3.2560986728230885e-06,0.005421404290250443,0.2857142857142857,1.0,0.4444444444444445,2
234,colombos,149,biological,D-glucuronate catabolic process,2.1667918282997477e-07,0.000721541678823816,0.3333333333333333,0.5,0.4,3
235,colombos,150,biological,thiamine biosynthetic process,3.1829855628847337e-12,1.0599341924406163e-08,0.5555555555555556,0.5555555555555556,0.5555555555555556,5
236,colombos,153,biological,L-arabinose transport,1.2555350632574965e-07,0.00041809317606474636,0.15789473684210525,1.0,0.2727272727272727,3
237,colombos,157,biological,lysine biosynthetic process via diaminopimelate,1.2851177620569863e-06,0.004279442147649764,0.23076923076923078,0.42857142857142855,0.3,3
238,colombos,173,biological,cytochrome complex,1.8124662623028328e-08,6.0355126534684336e-05,0.42857142857142855,0.75,0.5454545454545454,3
241,colombos,174,biological,methylgalactoside transport,5.180641156892485e-09,1.7251535052451975e-05,0.6,0.75,0.6666666666666665,3
245,colombos,175,biological,glutamine transport,2.5914036393343513e-09,8.62937411898339e-06,0.5,1.0,0.6666666666666666,3
247,colombos,180,biological,fatty acid beta-oxidation,1.0491977025093944e-11,3.4938283493562835e-08,0.3333333333333333,0.46153846153846156,0.3870967741935484,6
250,colombos,184,biological,iron-sulfur cluster assembly,8.961038210513171e-16,2.9840257241008863e-12,0.7,0.4375,0.5384615384615384,7
256,colombos,186,biological,phosphoenolpyruvate-glycerone phosphotransferase activity,1.2957018196671672e-10,4.314687059491667e-07,1.0,1.0,1.0,3
257,colombos,192,biological,detoxification of copper ion,9.425124088100124e-18,3.138566321337342e-14,0.75,1.0,0.8571428571428571,6
268,colombos,194,biological,D-ribose transport,5.173064077274249e-08,0.0001722630337732325,0.5,0.5,0.5,3
271,colombos,195,biological,SOS response,1.2379381243527687e-29,4.12233395409472e-26,0.5357142857142857,0.7142857142857143,0.6122448979591837,15
276,colombos,198,biological,organic phosphonate catabolic process,6.444419552417461e-12,2.1459917109550144e-08,0.15789473684210525,0.8571428571428571,0.26666666666666666,6
280,colombos,202,biological,phospholipid transport,1.7520142998511576e-07,0.0005834207618504355,0.10256410256410256,0.6666666666666666,0.17777777777777778,4
282,colombos,204,biological,response to heat,7.754963830516634e-22,2.5824029555620395e-18,0.6363636363636364,0.2692307692307692,0.37837837837837834,14
296,colombos,205,biological,glycerol transport,2.3257847663021996e-06,0.007744863271786325,0.3333333333333333,1.0,0.5,2
297,colombos,207,biological,e14 prophage,3.067073012969048e-29,1.0213353133186931e-25,1.0,0.5714285714285714,0.7272727272727273,12
298,colombos,208,biological,peptidoglycan peptide transmembrane transporter activity,7.220405793607497e-13,2.4043951292712966e-09,0.8,1.0,0.888888888888889,4
300,colombos,211,biological,cellular response to iron ion,2.5343624335562246e-09,8.439426903742229e-06,0.14814814814814814,1.0,0.25806451612903225,4
303,colombos,215,biological,phosphate ion transport,1.0883895285204318e-08,1.812168564986519e-05,0.3333333333333333,1.0,0.5,3
305,colombos,221,biological,heme transport,1.5199426360640014e-13,5.061408978093125e-10,0.8333333333333334,0.5555555555555556,0.6666666666666667,5
310,colombos,222,biological,cell adhesion,3.19954245759604e-08,6.396832842366147e-05,0.6666666666666666,0.15384615384615385,0.25,4
314,colombos,231,biological,enterobactin biosynthetic process,3.158573026458171e-16,1.051804817810571e-12,0.28,1.0,0.43750000000000006,7
320,colombos,233,biological,defense response to virus,7.628162398789929e-11,2.5401780787970463e-07,0.15789473684210525,0.6666666666666666,0.25531914893617025,6
322,colombos,238,biological,CPS-53 (KpLE1) prophage,7.358907662340989e-07,0.0024505162515595495,0.5,0.23076923076923078,0.3157894736842105,3
323,colombos,240,biological,deoxyribonucleotide biosynthetic process,2.7883524796250632e-06,0.004642606878575731,0.6666666666666666,0.5,0.5714285714285715,2
