,condition_id,rep,project_id
test_GSE13444_WT_Ethanol_10min_4,GSE13444_WT_Ethanol_10min,4,ref_GSE13444_WT_Ethanol_0%
test_GSE23578_BW25113_Treated_100µM_KCN_4,GSE23578_BW25113_Treated_100µM_KCN,4,ref_GSE23578_BW25113_Untreated_wild_type
test_GSE15500_evoGlyc_eBOP43_2,GSE15500_evoGlyc_eBOP43,2,ref_GSE15500_WT
test_GSE6033_T1_0,GSE6033_T1,0,ref_GSE6033_Tref
test_GSE13444_Fur_Isobutanol_10min_1,GSE13444_Fur_Isobutanol_10min,1,ref_GSE13444_Fur_Isobutanol_0%
test_GSE6836_folA_0.075_0,GSE6836_folA_0.075,0,ref_GSE6836_luc_0.075
test_E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+_1,E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+,1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE58806_synh_lt_stat_1,GSE58806_synh_lt_stat,1,ref_GSE58806_synh_lt_exp
test_GSE6425_UTI89_anaerobic_4_1,GSE6425_UTI89_anaerobic_4,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE6992_wt_paraquat_t4_1,GSE6992_wt_paraquat_t4,1,ref_GSE6992_wt_paraquat_t0
test_GSE4778_t0_ph7.6_0,GSE4778_t0_ph7.6,0,ref_GSE4778_t0_ph7.6
test_GSE7885_rpoS_stat_2,GSE7885_rpoS_stat,2,ref_GSE7885_WT_biofilm
test_GSE17276_CV116_0,GSE17276_CV116,0,ref_GSE17276_ancestor_JA122
test_GSE14238_MinMedia_0,GSE14238_MinMedia,0,ref_GSE14238_MinMedia
test_GSE10158_cefmec10_25min_2,GSE10158_cefmec10_25min,2,ref_GSE10158_untreated_0min
test_GSE7265_RpoS_tp10_0,GSE7265_RpoS_tp10,0,ref_GSE7265_wt_tp1
test_GSE4344_M9_2min_rif_0,GSE4344_M9_2min_rif,0,ref_GSE4344_M9
test_GSE7885_WT_stat_2,GSE7885_WT_stat,2,ref_GSE7885_WT_biofilm
test_GSE45443_MOPSrich_glyc_0,GSE45443_MOPSrich_glyc,0,ref_GSE45443_MOPSrich_glyc
test_GSE13011_REL_EXP_Cy5_1,GSE13011_REL_EXP_Cy5,1,ref_GSE13011_MG1655_STAT_Cy3
test_GSE14238_MinMedia_5%CO2_0,GSE14238_MinMedia_5%CO2,0,ref_GSE14238_MinMedia
test_GSE58806_acsh_exp_0,GSE58806_acsh_exp,0,ref_GSE58806_acsh_exp
test_GSE1121_anaerobic_soxS_1,GSE1121_anaerobic_soxS,1,ref_GSE1121_aerobic_wt
test_GSE6836_luc_0.025_1,GSE6836_luc_0.025,1,ref_GSE6836_luc_0.000
test_GSE35371_tr_sin_con_2.5h_0,GSE35371_tr_sin_con_2.5h,0,ref_GSE35371_sham_2.5h
test_GSE4569_50h_UV_1,GSE4569_50h_UV,1,ref_GSE4569_50h
test_GSE6836_minD_0.075_1,GSE6836_minD_0.075,1,ref_GSE6836_luc_0.075
test_GSE49918_polyamine_60min_0,GSE49918_polyamine_60min,0,ref_GSE49918_ctrl
test_GSE5098_anaeroob_NOC5/7_0,GSE5098_anaeroob_NOC5/7,0,ref_GSE5098_anaeroob
test_GSE19742_MG1655_lac_deletion_dksA_deletion_Untreated_1,GSE19742_MG1655_lac_deletion_dksA_deletion_Untreated,1,ref_GSE19742_MG1655_lac_deletion
test_GSE14238_MinMedia_5%CO2_1,GSE14238_MinMedia_5%CO2,1,ref_GSE14238_MinMedia
test_GSE31140_PMX10070_60m_0,GSE31140_PMX10070_60m,0,ref_GSE31140_control_60m
test_GSE6836_hscA_0.075_1,GSE6836_hscA_0.075,1,ref_GSE6836_luc_0.075
test_GSE13444_Ihfa_Isobutanol_10min_7,GSE13444_Ihfa_Isobutanol_10min,7,ref_GSE13444_Ihfa_Isobutanol_0%
test_GSE7885_rpoS_biofilm_0,GSE7885_rpoS_biofilm,0,ref_GSE7885_WT_biofilm
test_GSE35371_tr_pwl_int_2.5h_1,GSE35371_tr_pwl_int_2.5h,1,ref_GSE35371_sham_2.5h
test_GSE33_W3100_0min_growth_in_presence_of0.3µg/ml_MMC_3,GSE33_W3100_0min_growth_in_presence_of0.3µg/ml_MMC,3,ref_GSE33_W3100_0min_normal_growth
test_GSE31140_control_60m_0,GSE31140_control_60m,0,ref_GSE31140_control_60m
test_GSE6836_umuD_0.025_2,GSE6836_umuD_0.025,2,ref_GSE6836_luc_0.025
test_GSE3250_wt_acetateShift_6h_0,GSE3250_wt_acetateShift_6h,0,ref_GSE3250_wt
test_GSE8965_SA_tp4_3,GSE8965_SA_tp4,3,test_GSE8965_A_tp4
test_GSE7573_wt_MOPS_DeaNO_5min_6,GSE7573_wt_MOPS_DeaNO_5min,6,ref_GSE7573_wt_MOPS
test_GSE25318_mntR_1,GSE25318_mntR,1,ref_GSE25318_wt
test_GSE40313_ydgT_0,GSE40313_ydgT,0,ref_GSE40313
test_GSE7573_arcA_MOPS_DeaNO_5min_2,GSE7573_arcA_MOPS_DeaNO_5min,2,ref_GSE7573_arcA_MOPS
test_E-MEXP-720_crl_1,E-MEXP-720_crl,1,ref_E-MEXP-720_wt
test_GSE30441_DH5a_wild_type_grown_in_1.5%_ethanol_0,GSE30441_DH5a_wild_type_grown_in_1.5%_ethanol,0,ref_GSE30441_DH5a_wild_type_grown_in_1.5%_ethanol
test_GSE12877_CO-RM_aerobic_0,GSE12877_CO-RM_aerobic,0,ref_GSE12877_unexposed_aerobic
test_GSE40313_hns_stpA_0,GSE40313_hns_stpA,0,ref_GSE40313
test_GSE6836_t90_lacz_MG1063_0,GSE6836_t90_lacz_MG1063,0,ref_GSE6836_t90_lacz
test_GSE6836_pyrC_0.075_0,GSE6836_pyrC_0.075,0,ref_GSE6836_luc_0.075
test_GSE8540_dpp_GSNO100_5min_3,GSE8540_dpp_GSNO100_5min,3,ref_GSE8540_dpp
test_GSE9_UV_20_1,GSE9_UV_20,1,ref_GSE9_no_UV
test_GSE30639_Anc_3,GSE30639_Anc,3,ref_GSE30639_Anc
test_GSE6033_T2_1,GSE6033_T2,1,ref_GSE6033_Tref
test_GSE6444_rseA_3,GSE6444_rseA,3,ref_GSE6444_wt
test_GSE6836_hscA_0.075_0,GSE6836_hscA_0.075,0,ref_GSE6836_luc_0.075
test_GSE4321_rpoH_10min_2,GSE4321_rpoH_10min,2,ref_GSE4321_wt_10min
test_GSE12750_5FU_0,GSE12750_5FU,0,ref_GSE12750
test_GSE7265_WT_tp3_0,GSE7265_WT_tp3,0,ref_GSE7265_WT_ref
test_GSE17465_IrrE_t0_0,GSE17465_IrrE_t0,0,ref_GSE17465_t0
test_GSE6836_t24_2,GSE6836_t24,2,ref_GSE6836_t0
test_GSE1730_LB_wt_0,GSE1730_LB_wt,0,ref_GSE1730_LB_wt
test_GSE12750_5FU_1,GSE12750_5FU,1,ref_GSE12750
test_GSE1121_aerobic_fnr_0,GSE1121_aerobic_fnr,0,ref_GSE1121_aerobic_wt
test_GSE40313_hns_ydgT_1,GSE40313_hns_ydgT,1,ref_GSE40313
test_GSE8540_cys_suppl_GSNO500_5min_1,GSE8540_cys_suppl_GSNO500_5min,1,ref_GSE8540_cys_suppl
test_E-TABM-103_t9_0,E-TABM-103_t9,0,ref_E-TABM-103_t3.1
test_GSE2928_mutS_0,GSE2928_mutS,0,test_GSE2928_wt
test_GSE46625_wt_0,GSE46625_wt,0,ref_GSE46625_wt
test_GSE13444_ubiE_Isobutanol_10min_1,GSE13444_ubiE_Isobutanol_10min,1,ref_GSE13444_ubiE_Isobutanol_0%
test_GSE1421_melR_0,GSE1421_melR,0,ref_GSE1421
test_GSE31140_PMX10070_60m_1,GSE31140_PMX10070_60m,1,ref_GSE31140_control_60m
test_GSE44211_ctrl_0,GSE44211_ctrl,0,ref_GSE44211_ctrl
test_GSE51731_150mM_EMIMCl_60min_1,GSE51731_150mM_EMIMCl_60min,1,ref_GSE51731_150mM_EMIMCl_30min
test_GSE50828_ctrl_1,GSE50828_ctrl,1,ref_GSE50828_ctrl
test_GSE3250_ppsA_acetateShift_5h_5,GSE3250_ppsA_acetateShift_5h,5,ref_GSE3250_ppsA
test_GSE6425_MG1655_aerobic_18_1,GSE6425_MG1655_aerobic_18,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE3123_rne_pBADRNE_noIPTG_1,GSE3123_rne_pBADRNE_noIPTG,1,ref_GSE3123_wt_pM30_noIPTG
test_GSE1121_aerobic_wt_1,GSE1121_aerobic_wt,1,ref_GSE1121_aerobic_wt
test_GSE13444_arcA_Isobutanol_10min_1,GSE13444_arcA_Isobutanol_10min,1,ref_GSE13444_arcA_Isobutanol_0%
test_GSE30639_17KL_0,GSE30639_17KL,0,ref_GSE30639_Anc
test_GSE13589_biofilm_inside_0,GSE13589_biofilm_inside,0,ref_GSE13589_biofilm_outside
test_GSE6609_D1_anaerobic_lon_1,GSE6609_D1_anaerobic_lon,1,ref_GSE6609_D1_anaerobic
test_GSE33147_glycE_day44_1,GSE33147_glycE_day44,1,ref_GSE33147_wt_glyc
test_GSE21551_MG1655_ycaO_1,GSE21551_MG1655_ycaO,1,ref_GSE21551_MG1655
test_GSE7265_RelA_tp10_2,GSE7265_RelA_tp10,2,ref_GSE7265_wt_tp1
test_GSE33147_lac3_day60_1,GSE33147_lac3_day60,1,ref_GSE33147_wt_lac
test_GSE13444_Fur_Isobutanol_10min_7,GSE13444_Fur_Isobutanol_10min,7,ref_GSE13444_Fur_Isobutanol_0%
test_GSE35371_sham_8min_0,GSE35371_sham_8min,0,ref_GSE35371_sham_8min
test_GSE3665_wt_1,GSE3665_wt,1,ref_GSE3665_wt
test_GSE58977_stat_synh_aa_t8_0,GSE58977_stat_synh_aa_t8,0,ref_GSE58977_exp_synh_aa_t4
test_GSE6781_pGIT1_NO2_1,GSE6781_pGIT1_NO2,1,ref_GSE6781_pGIT8
test_GSE10158_untreated_25min_1,GSE10158_untreated_25min,1,ref_GSE10158_untreated_0min
test_GSE17465_t2_0,GSE17465_t2,0,ref_GSE17465_t0
test_GSE34275_glycerol_treat_4,GSE34275_glycerol_treat,4,ref_GSE34275_ctrl
test_GSE4394_rhlB_rif_1.5min_0,GSE4394_rhlB_rif_1.5min,0,ref_GSE4394_rhlB
test_GSE21869_PaeR7IR-M-_0,GSE21869_PaeR7IR-M-,0,ref_GSE21869_PaeR7IR-M-
test_GSE3591_anaerobic_wt_2,GSE3591_anaerobic_wt,2,ref_GSE3591_aerobic_wt
test_GSE10345_bicyclomycin_Coli-MDS42_0,GSE10345_bicyclomycin_Coli-MDS42,0,ref_GSE10345_Coli-MDS42
test_GSE29076_EDL933_wild_type_0,GSE29076_EDL933_wild_type,0,ref_GSE29076_EDL933_wild_type
test_GSE47589_E1_4,GSE47589_E1,4,ref_GSE47589_A0
test_GSE58977_exp_acsh_t4_1,GSE58977_exp_acsh_t4,1,ref_GSE58977_exp_acsh_t4
test_GSE2999_dam_mutS_GM5556_treated_2,GSE2999_dam_mutS_GM5556_treated,2,ref_GSE2999_WT_AB1157
test_GSE1730_M9_wt_3,GSE1730_M9_wt,3,ref_GSE1730_LB_wt
test_GSE33147_lacC_day20_0,GSE33147_lacC_day20,0,ref_GSE33147_wt_lac
test_GSE6033_T1_1,GSE6033_T1,1,ref_GSE6033_Tref
test_GSE18935_MG1655_pBR_Plac_plasmid_1,GSE18935_MG1655_pBR_Plac_plasmid,1,ref_GSE18935_MG1655
test_GSE40648_microgravity_3,GSE40648_microgravity,3,ref_GSE40648_ctrl
test_GSE6836_dam_0.075_1,GSE6836_dam_0.075,1,ref_GSE6836_luc_0.075
test_GSE8965_FA_tp4_2,GSE8965_FA_tp4,2,test_GSE8965_A_tp4
test_GSE2095_aeroob_GSNO_0,GSE2095_aeroob_GSNO,0,ref_GSE2095_aeroob
test_GSE45443_MOPS_glyc_aMG_0,GSE45443_MOPS_glyc_aMG,0,ref_GSE45443_MOPSrich_glyc
test_GSE20606_W3110_luxS_mutant_1,GSE20606_W3110_luxS_mutant,1,ref_GSE20606_W3110_control
test_GSE29424_EZgly_BTE_stat_0,GSE29424_EZgly_BTE_stat,0,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE13444_WT_Isobutanol_10min_0,GSE13444_WT_Isobutanol_10min,0,ref_GSE13444_WT_Isobutanol_0%
test_GSE35371_control_H2O2_0,GSE35371_control_H2O2,0,ref_GSE35371_neg_leftch
test_GSE6836_dnaA_0.075_1,GSE6836_dnaA_0.075,1,ref_GSE6836_luc_0.075
test_GSE7573_wt_MOPS_methionine_DeaNO_5min_0,GSE7573_wt_MOPS_methionine_DeaNO_5min,0,ref_GSE7573_wt_MOPS_methionine
test_GSE34023_t75_leuo_2,GSE34023_t75_leuo,2,ref_GSE34023_t75_ctrl
test_GSE22207_IVT_sigmaS_0,GSE22207_IVT_sigmaS,0,ref_GSE22207_IVT_sigma70
test_GSE6712_control_3,GSE6712_control,3,ref_GSE6712_control
test_GSE24875_pspot42_1,GSE24875_pspot42,1,ref_GSE24875_ctrl
test_GSE45443_LB_aMG_sgrR_2,GSE45443_LB_aMG_sgrR,2,ref_GSE45443_MOPSrich_glyc
test_GSE4778_t0_ph7.6_2,GSE4778_t0_ph7.6,2,ref_GSE4778_t0_ph7.6
test_GSE59408_MDS42_Trimethoprim_resistant_3,GSE59408_MDS42_Trimethoprim_resistant,3,ref_GSE59408_MDS42_Parent_strain
test_GSE45443_MOPS_glyc_4,GSE45443_MOPS_glyc,4,ref_GSE45443_MOPSrich_glyc
test_GSE15533_O157:H7_chlorine_1,GSE15533_O157:H7_chlorine,1,ref_GSE15533_O157:H7
test_GSE15500_WT_0,GSE15500_WT,0,ref_GSE15500_WT
test_GSE35392_FadR_3,GSE35392_FadR,3,ref_GSE35392_control
test_GSE13444_Fur_Isobutanol_10min_5,GSE13444_Fur_Isobutanol_10min,5,ref_GSE13444_Fur_Isobutanol_0%
test_GSE4112_dpiADouble_MidLogPhase_0,GSE4112_dpiADouble_MidLogPhase,0,ref_GSE4112_wt_MidLogPhase
test_GSE3250_ppsA_acetateShift_3h_4,GSE3250_ppsA_acetateShift_3h,4,ref_GSE3250_ppsA
test_GSE2999_mutS_GM5555_treated_2,GSE2999_mutS_GM5555_treated,2,ref_GSE2999_WT_AB1157
test_GSE10158_untreated_45min_2,GSE10158_untreated_45min,2,ref_GSE10158_untreated_0min
test_GSE42205_ethanol_20%_t3_1,GSE42205_ethanol_20%_t3,1,ref_GSE42205_ethanol_20%_t1
test_GSE44211_cccp_1,GSE44211_cccp,1,ref_GSE44211_ctrl
test_GSE2037_proline_1,GSE2037_proline,1,ref_GSE2037_glu
test_GSE56133_MG1655_Wildtype_H2O2_2,GSE56133_MG1655_Wildtype_H2O2,2,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE2999_WT_AB1157_treated_2,GSE2999_WT_AB1157_treated,2,ref_GSE2999_WT_AB1157
test_GSE59408_MDS42_Chloramphenicol_resistant_1,GSE59408_MDS42_Chloramphenicol_resistant,1,ref_GSE59408_MDS42_Parent_strain
test_GSE11052_exp_MAJ_3,GSE11052_exp_MAJ,3,ref_GSE11052_exp_MOPS
test_GSE4394_rhlB_3,GSE4394_rhlB,3,ref_GSE4394_wtN3433
test_GSE7265_WT_tp6_2,GSE7265_WT_tp6,2,ref_GSE7265_WT_ref
test_GSE29424_EZglu_BTE-H204A_exp_1,GSE29424_EZglu_BTE-H204A_exp,1,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE7265_WT_tp2_1,GSE7265_WT_tp2,1,ref_GSE7265_WT_ref
