,dataset,component,type,description,pvalue,qvalue,precision,recall,f1score,TP
colombos_32,colombos,32,regulatory,hprR,2.1804971283926274e-08,2.878256209478268e-06,0.16666666666666666,0.4166666666666667,0.23809523809523808,5.0
colombos_33,colombos,33,regulatory,dksA,2.1074288125227866e-36,5.563612065060157e-34,0.9583333333333334,0.23232323232323232,0.37398373983739835,23.0
colombos_34,colombos,34,uncharacterized,,,,,,,
colombos_35,colombos,35,regulatory,dpiA,6.303328173983317e-19,1.6640786379315958e-16,0.875,0.7,0.7777777777777777,7.0
colombos_36,colombos,36,regulatory,appY,3.682070804899947e-26,9.72066692493586e-24,0.9,1.0,0.9473684210526316,9.0
colombos_37,colombos,37,uncharacterized,,,,,,,
colombos_38,colombos,38,regulatory,narL,2.090939580080965e-11,5.520080491413748e-09,1.0,0.06363636363636363,0.11965811965811964,7.0
colombos_39,colombos,39,regulatory,narL,3.0101377344252646e-11,7.946763618882698e-09,0.6428571428571429,0.08181818181818182,0.14516129032258066,9.0
colombos_40,colombos,40,regulatory,ntrC,2.0255436442835946e-27,5.3474352209086895e-25,0.6666666666666666,0.3902439024390244,0.4923076923076923,16.0
colombos_41,colombos,41,regulatory,fhlA,4.50428813949816e-31,1.1891320688275143e-28,0.9333333333333333,0.5185185185185185,0.6666666666666667,14.0
colombos_42,colombos,42,regulatory,metJ,2.8505440032590828e-08,7.5254361686039784e-06,1.0,0.25,0.4,3.0
colombos_43,colombos,43,biological,"proton-transporting ATP synthase activity, rotational mechanism",4.196080964395584e-20,1.3972949611437297e-16,0.875,0.875,0.875,7.0
colombos_44,colombos,44,regulatory,cysB,7.076466729904424e-17,1.868187216694768e-14,0.8,0.32,0.45714285714285713,8.0
colombos_45,colombos,45,regulatory,fliZ,2.6955854891977936e-15,7.116345691482175e-13,1.0,0.375,0.5454545454545454,6.0
colombos_46,colombos,46,uncharacterized,,,,,,,
colombos_47,colombos,47,regulatory,narL,7.153700855502461e-10,1.8885770258526495e-07,0.7777777777777778,0.06363636363636363,0.1176470588235294,7.0
colombos_48,colombos,48,uncharacterized,,,,,,,
colombos_49,colombos,49,uncharacterized,,,,,,,
colombos_50,colombos,50,regulatory,cysB,5.359869178134928e-11,1.415005463027621e-08,0.5,0.24,0.32432432432432434,6.0
colombos_51,colombos,51,regulatory,rhaS,5.15223042978865e-10,1.3601888334642035e-07,0.3076923076923077,0.8,0.4444444444444444,4.0
colombos_52,colombos,52,regulatory,argR,1.9513384032610063e-36,5.151533384609056e-34,0.8571428571428571,0.5294117647058824,0.6545454545454545,18.0
colombos_53,colombos,53,regulatory,yieP,5.109388986041604e-11,1.3488786923149835e-08,0.8333333333333334,0.20833333333333334,0.33333333333333337,5.0
colombos_54,colombos,54,regulatory,fliA,1.3564021180439323e-48,3.580901591635981e-46,0.9310344827586207,0.43548387096774194,0.5934065934065935,27.0
colombos_55,colombos,55,regulatory,gadX,4.3934001542384475e-31,1.1598576407189502e-28,1.0,0.5652173913043478,0.7222222222222222,13.0
colombos_56,colombos,56,regulatory,nadR,0.0,0.0,1.0,1.0,1.0,4.0
colombos_57,colombos,57,biological,extracellular polysaccharide biosynthetic process,2.6109376433245688e-06,0.004347211176135408,0.21428571428571427,0.375,0.2727272727272727,3.0
colombos_58,colombos,58,regulatory,cdaR,2.356281022025039e-18,6.220581898146102e-16,0.8571428571428571,1.0,0.923076923076923,6.0
colombos_59,colombos,59,regulatory,kdpE,5.182807278668688e-10,1.3682611215685337e-07,0.75,1.0,0.8571428571428571,3.0
colombos_60,colombos,60,regulatory,paaX,1.1487190271837279e-29,3.0326182317650416e-27,1.0,0.7857142857142857,0.88,11.0
colombos_61,colombos,61,regulatory,gcvA,2.0726896871132516e-09,5.471900773978984e-07,0.75,0.75,0.75,3.0
colombos_62,colombos,62,regulatory,ypdB,0.0,0.0,1.0,1.0,1.0,1.0
colombos_63,colombos,63,regulatory,hprR,1.5938019477503484e-13,2.1038185710304598e-11,1.0,0.4166666666666667,0.5882352941176471,5.0
colombos_64,colombos,64,uncharacterized,,,,,,,
colombos_65,colombos,65,regulatory,dksA,5.117846337369734e-25,1.3511114330656097e-22,0.782608695652174,0.18181818181818182,0.2950819672131148,18.0
colombos_66,colombos,66,uncharacterized,,,,,,,
colombos_67,colombos,67,biological,CP4-44 prophage,1.0856662864505668e-08,3.6152687338803877e-05,1.0,0.3333333333333333,0.5,3.0
colombos_68,colombos,68,regulatory,thr-tRNA,5.182807278668688e-10,1.3682611215685337e-07,0.75,1.0,0.8571428571428571,3.0
colombos_69,colombos,69,regulatory,nrdR,1.1269306701281958e-14,2.975096969138437e-12,1.0,0.625,0.7692307692307693,5.0
colombos_70,colombos,70,uncharacterized,,,,,,,
colombos_71,colombos,71,regulatory,allR,1.1269306701281958e-14,2.975096969138437e-12,1.0,0.625,0.7692307692307693,5.0
colombos_72,colombos,72,biological,asparagine biosynthetic process,1.5505231775348048e-07,0.000258162109059545,1.0,1.0,1.0,2.0
colombos_73,colombos,73,regulatory,leu-tRNA,2.72323079189769e-10,7.189329290609901e-08,0.6666666666666666,0.4444444444444444,0.5333333333333333,4.0
colombos_74,colombos,74,regulatory,rob,1.1867498360592806e-11,3.133019567196501e-09,0.35,0.30434782608695654,0.3255813953488372,7.0
colombos_75,colombos,75,regulatory,arcA,4.697514949975484e-16,1.2401439467935277e-13,1.0,0.07333333333333333,0.13664596273291926,11.0
colombos_76,colombos,76,regulatory,val-tRNA,7.220405793628327e-13,1.9061871295178784e-10,1.0,0.8,0.888888888888889,4.0
colombos_77,colombos,77,regulatory,glcC,5.182807278651601e-10,1.3682611215640227e-07,1.0,0.75,0.8571428571428571,3.0
colombos_78,colombos,78,uncharacterized,,,,,,,
colombos_79,colombos,79,uncharacterized,,,,,,,
colombos_80,colombos,80,uncharacterized,,,,,,,
colombos_81,colombos,81,uncharacterized,,,,,,,
colombos_82,colombos,82,regulatory,melR,0.0,0.0,1.0,1.0,1.0,3.0
colombos_83,colombos,83,regulatory,cbl,9.297178028583605e-14,2.4544549995460717e-11,0.45454545454545453,1.0,0.625,5.0
colombos_84,colombos,84,biological,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,1.5505231775348048e-07,0.000258162109059545,1.0,1.0,1.0,2.0
colombos_85,colombos,85,biological,spermidine transmembrane transporter activity,1.5505231775348048e-07,0.00051632421811909,1.0,1.0,1.0,2.0
colombos_86,colombos,86,regulatory,fecI,0.0,0.0,1.0,1.0,1.0,5.0
colombos_87,colombos,87,biological,lipopolysaccharide core region biosynthetic process,6.0848550646527535e-24,2.026256736529367e-20,0.8461538461538461,0.4583333333333333,0.5945945945945945,11.0
colombos_88,colombos,88,uncharacterized,,,,,,,
colombos_89,colombos,89,uncharacterized,,,,,,,
colombos_90,colombos,90,regulatory,iscR,4.428028020450216e-12,7.302734585685068e-10,0.75,0.20689655172413793,0.32432432432432434,6.0
colombos_91,colombos,91,regulatory,puuR,2.356281022025039e-18,6.220581898146102e-16,0.8571428571428571,1.0,0.923076923076923,6.0
colombos_92,colombos,92,regulatory,mraZ,2.7024762793196358e-36,7.134537377403839e-34,0.9333333333333333,0.875,0.9032258064516129,14.0
colombos_93,colombos,93,regulatory,malT,4.2042715780895425e-20,1.1099276966156392e-17,0.875,0.875,0.875,7.0
colombos_94,colombos,94,regulatory,iclR,5.182807278651601e-10,1.3682611215640227e-07,1.0,0.75,0.8571428571428571,3.0
colombos_95,colombos,95,regulatory,rcsB;bglJ,6.888598627278268e-09,1.8185900376014629e-06,0.06451612903225806,0.75,0.11881188118811882,6.0
colombos_96,colombos,96,regulatory,narL,1.0182270396427391e-20,2.688119384656831e-18,1.0,0.11818181818181818,0.21138211382113822,13.0
colombos_97,colombos,97,regulatory,rpoE,5.312525763101733e-56,1.4025068014588576e-53,0.6133333333333333,0.4423076923076923,0.5139664804469273,46.0
colombos_98,colombos,98,regulatory,rcsA;rcsB,1.6455230975778747e-08,4.344180977605589e-06,0.20833333333333334,0.35714285714285715,0.2631578947368421,5.0
colombos_99,colombos,99,regulatory,lrp,8.900817365431792e-12,2.349815784473993e-09,0.7777777777777778,0.11666666666666667,0.2028985507246377,7.0
colombos_100,colombos,100,regulatory,lsrR,0.0,0.0,1.0,1.0,1.0,8.0
colombos_101,colombos,101,regulatory,pspF,1.2074257179956783e-15,3.187603895508591e-13,1.0,0.8333333333333334,0.9090909090909091,5.0
colombos_102,colombos,102,uncharacterized,,,,,,,
colombos_103,colombos,103,regulatory,fadR,1.571824627482704e-08,4.149617016554339e-06,0.6666666666666666,0.18181818181818182,0.28571428571428575,4.0
colombos_104,colombos,104,uncharacterized,,,,,,,
colombos_105,colombos,105,uncharacterized,,,,,,,
colombos_106,colombos,106,regulatory,nanR,3.2674909032122785e-08,8.626175984480415e-06,0.25,0.4444444444444444,0.32,4.0
colombos_107,colombos,107,uncharacterized,,,,,,,
colombos_108,colombos,108,uncharacterized,,,,,,,
colombos_109,colombos,109,uncharacterized,,,,,,,
colombos_110,colombos,110,regulatory,araC,5.204056244943021e-19,1.3738708486649575e-16,1.0,0.5833333333333334,0.7368421052631579,7.0
colombos_111,colombos,111,biological,glutamate synthase (NADPH) activity,1.5505231775348048e-07,0.00051632421811909,1.0,1.0,1.0,2.0
colombos_112,colombos,112,uncharacterized,,,,,,,
colombos_113,colombos,113,regulatory,purR,3.808644610277993e-36,1.0054821771133902e-33,0.6551724137931034,0.6333333333333333,0.6440677966101694,19.0
colombos_114,colombos,114,biological,hydrogen peroxide catabolic process,4.6515695326205323e-07,0.0015489726543626372,1.0,0.6666666666666666,0.8,2.0
colombos_115,colombos,115,biological,nitric oxide catabolic process,2.7883524796250632e-06,0.009285213757151462,0.6666666666666666,0.5,0.5714285714285715,2.0
colombos_116,colombos,116,uncharacterized,,,,,,,
colombos_117,colombos,117,regulatory,rprA,0.0,0.0,1.0,1.0,1.0,1.0
colombos_118,colombos,118,uncharacterized,,,,,,,
colombos_119,colombos,119,biological,cytosol,5.95831954171118e-07,0.001984120407389823,0.8333333333333334,0.01557632398753894,0.03058103975535168,15.0
colombos_120,colombos,120,uncharacterized,,,,,,,
colombos_121,colombos,121,regulatory,nsrR,5.585533748753234e-12,1.4745809096708537e-09,0.875,0.10144927536231885,0.18181818181818182,7.0
colombos_122,colombos,122,regulatory,dksA,2.947769801508937e-09,7.782112275983594e-07,0.6363636363636364,0.0707070707070707,0.12727272727272726,7.0
colombos_123,colombos,123,uncharacterized,,,,,,,
colombos_124,colombos,124,biological,detoxification of copper ion,2.325784766308521e-06,0.0077448632718073755,1.0,0.3333333333333333,0.5,2.0
colombos_125,colombos,125,regulatory,micF,0.0,0.0,1.0,1.0,1.0,1.0
colombos_126,colombos,126,uncharacterized,,,,,,,
colombos_127,colombos,127,regulatory,flhD;flhC,6.124534991402877e-38,1.6168772377303594e-35,0.8275862068965517,0.32432432432432434,0.46601941747572806,24.0
colombos_128,colombos,128,regulatory,UTP,6.594432888253544e-17,1.7409302824989354e-14,0.8571428571428571,0.75,0.7999999999999999,6.0
colombos_129,colombos,129,biological,CP4-6 prophage,4.4978161173266905e-20,1.497772767069788e-16,0.24561403508771928,0.56,0.3414634146341463,14.0
colombos_130,colombos,130,regulatory,soxS,8.489804886510571e-39,2.2413084900387906e-36,0.37681159420289856,0.7027027027027027,0.49056603773584906,26.0
colombos_131,colombos,131,regulatory,prpR,7.220405793628327e-13,1.9061871295178784e-10,1.0,0.8,0.888888888888889,4.0
colombos_132,colombos,132,regulatory,trpR,2.3654801113478967e-20,6.244867493958447e-18,1.0,0.7777777777777778,0.8750000000000001,7.0
colombos_133,colombos,133,uncharacterized,,,,,,,
colombos_134,colombos,134,uncharacterized,,,,,,,
colombos_135,colombos,135,uncharacterized,,,,,,,
colombos_136,colombos,136,uncharacterized,,,,,,,
colombos_137,colombos,137,uncharacterized,,,,,,,
colombos_138,colombos,138,uncharacterized,,,,,,,
colombos_139,colombos,139,uncharacterized,,,,,,,
colombos_140,colombos,140,uncharacterized,,,,,,,
colombos_141,colombos,141,biological,nitrate reductase complex,5.180641156892485e-09,1.7251535052451975e-05,0.6,0.75,0.6666666666666665,3.0
colombos_142,colombos,142,regulatory,gatR,1.2074257179978747e-15,3.1876038955143894e-13,0.8333333333333334,1.0,0.9090909090909091,5.0
colombos_143,colombos,143,regulatory,dcuR,6.297622886494292e-13,1.662572442034493e-10,0.625,0.625,0.625,5.0
colombos_144,colombos,144,uncharacterized,,,,,,,
colombos_145,colombos,145,uncharacterized,,,,,,,
colombos_146,colombos,146,regulatory,putA,0.0,0.0,1.0,1.0,1.0,2.0
colombos_147,colombos,147,regulatory,rpoH,3.784273912038625e-08,9.99048312778197e-06,0.75,0.04878048780487805,0.09160305343511452,6.0
colombos_148,colombos,148,regulatory,tyrR,1.9469676293779265e-12,5.139994541557726e-10,0.7142857142857143,0.45454545454545453,0.5555555555555556,5.0
colombos_149,colombos,149,regulatory,exuR,1.9778567704266136e-16,5.2215418739262597e-14,0.6666666666666666,0.8571428571428571,0.75,6.0
colombos_150,colombos,150,regulatory,TPP,5.935498137507315e-22,1.566971508301931e-19,0.8888888888888888,0.8,0.8421052631578948,8.0
colombos_151,colombos,151,uncharacterized,,,,,,,
colombos_152,colombos,152,uncharacterized,,,,,,,
colombos_153,colombos,153,regulatory,ygbI,2.3399910414798735e-12,6.177576349506865e-10,0.2631578947368421,1.0,0.4166666666666667,5.0
colombos_154,colombos,154,regulatory,gutM,7.242871250142941e-15,9.560590050188682e-13,0.8333333333333334,0.8333333333333334,0.8333333333333334,5.0
colombos_155,colombos,155,uncharacterized,,,,,,,
colombos_156,colombos,156,uncharacterized,,,,,,,
colombos_157,colombos,157,regulatory,argP,5.09888420410072e-10,1.34610542988259e-07,0.38461538461538464,0.35714285714285715,0.3703703703703704,5.0
colombos_158,colombos,158,regulatory,tdcA,0.0,0.0,1.0,1.0,1.0,3.0
colombos_159,colombos,159,uncharacterized,,,,,,,
colombos_160,colombos,160,regulatory,csqR,2.1893994930993027e-13,5.780014661782159e-11,0.10666666666666667,0.8888888888888888,0.19047619047619047,8.0
colombos_161,colombos,161,uncharacterized,,,,,,,
colombos_162,colombos,162,uncharacterized,,,,,,,
colombos_163,colombos,163,uncharacterized,,,,,,,
colombos_164,colombos,164,uncharacterized,,,,,,,
colombos_165,colombos,165,uncharacterized,,,,,,,
colombos_166,colombos,166,uncharacterized,,,,,,,
colombos_167,colombos,167,uncharacterized,,,,,,,
colombos_168,colombos,168,uncharacterized,,,,,,,
colombos_169,colombos,169,regulatory,lldR,0.0,0.0,1.0,1.0,1.0,3.0
colombos_170,colombos,170,uncharacterized,,,,,,,
colombos_171,colombos,171,uncharacterized,,,,,,,
colombos_172,colombos,172,uncharacterized,,,,,,,
colombos_173,colombos,173,biological,cytochrome complex,1.8124662623028328e-08,6.0355126534684336e-05,0.42857142857142855,0.75,0.5454545454545454,3.0
colombos_174,colombos,174,regulatory,galS,5.049776332907277e-11,6.665704759437606e-09,0.8,0.5,0.6153846153846154,4.0
colombos_175,colombos,175,regulatory,ntrC,8.97274736996796e-10,2.3688053056715413e-07,0.8333333333333334,0.12195121951219512,0.21276595744680848,5.0
colombos_176,colombos,176,regulatory,cpxR,1.3172078956432342e-22,3.477428844498138e-20,0.34545454545454546,0.35185185185185186,0.3486238532110092,19.0
colombos_177,colombos,177,uncharacterized,,,,,,,
colombos_178,colombos,178,regulatory,nanR,7.79084803206863e-18,2.056783880466118e-15,0.6363636363636364,0.7777777777777778,0.7000000000000001,7.0
colombos_179,colombos,179,uncharacterized,,,,,,,
colombos_180,colombos,180,regulatory,fadR,8.646388708330286e-17,2.2826466189991953e-14,0.5,0.4090909090909091,0.45,9.0
colombos_181,colombos,181,uncharacterized,,,,,,,
colombos_182,colombos,182,uncharacterized,,,,,,,
colombos_183,colombos,183,uncharacterized,,,,,,,
colombos_184,colombos,184,regulatory,iscR,3.284594625269721e-11,8.671329810712063e-09,0.6,0.20689655172413793,0.3076923076923077,6.0
colombos_185,colombos,185,uncharacterized,,,,,,,
colombos_186,colombos,186,regulatory,dhaR,5.182807278651601e-10,1.3682611215640227e-07,1.0,0.75,0.8571428571428571,3.0
colombos_187,colombos,187,uncharacterized,,,,,,,
colombos_188,colombos,188,regulatory,oxyR,1.3929796566978287e-15,3.6774662936822676e-13,0.7272727272727273,0.26666666666666666,0.3902439024390244,8.0
colombos_189,colombos,189,uncharacterized,,,,,,,
colombos_190,colombos,190,regulatory,L-tryptophan,0.0,0.0,1.0,1.0,1.0,2.0
colombos_191,colombos,191,uncharacterized,,,,,,,
colombos_192,colombos,192,regulatory,hprR,8.683850429478156e-15,1.1462682566911166e-12,0.75,0.5,0.6,6.0
colombos_193,colombos,193,uncharacterized,,,,,,,
colombos_194,colombos,194,regulatory,rbsR,2.8275372264262935e-17,7.464698277765415e-15,1.0,0.6666666666666666,0.8,6.0
colombos_195,colombos,195,regulatory,lexA,8.904354057381209e-36,2.350749471148639e-33,0.75,0.42,0.5384615384615385,21.0
colombos_196,colombos,196,uncharacterized,,,,,,,
colombos_197,colombos,197,regulatory,bluR,0.0,0.0,1.0,1.0,1.0,4.0
colombos_198,colombos,198,regulatory,phoB,1.8786534992292637e-20,4.959645237965256e-18,0.39473684210526316,0.3409090909090909,0.36585365853658536,15.0
colombos_199,colombos,199,uncharacterized,,,,,,,
colombos_200,colombos,200,uncharacterized,,,,,,,
colombos_201,colombos,201,uncharacterized,,,,,,,
colombos_202,colombos,202,regulatory,phoP,1.3118862544864896e-16,3.463379711844332e-14,0.3333333333333333,0.29545454545454547,0.3132530120481928,13.0
colombos_203,colombos,203,uncharacterized,,,,,,,
colombos_204,colombos,204,regulatory,rpoH,8.33115281641203e-34,2.199424343532776e-31,1.0,0.17886178861788618,0.30344827586206896,22.0
colombos_205,colombos,205,regulatory,glpR,9.425124088123564e-18,2.488232759264621e-15,1.0,0.75,0.8571428571428571,6.0
colombos_206,colombos,206,regulatory,cytR,3.1021518704530946e-19,8.189680937996169e-17,0.6153846153846154,0.7272727272727273,0.6666666666666667,8.0
colombos_207,colombos,207,biological,e14 prophage,3.067073012969048e-29,1.0213353133186931e-25,1.0,0.5714285714285714,0.7272727272727273,12.0
colombos_208,colombos,208,regulatory,spermidine,0.0,0.0,1.0,1.0,1.0,5.0
colombos_209,colombos,209,uncharacterized,,,,,,,
colombos_210,colombos,210,regulatory,csiR,0.0,0.0,1.0,1.0,1.0,4.0
colombos_211,colombos,211,regulatory,fur,1.9456944499545772e-28,5.1366333478800837e-26,0.7777777777777778,0.2,0.3181818181818182,21.0
colombos_212,colombos,212,regulatory,molybdopterin,0.0,0.0,1.0,1.0,1.0,4.0
colombos_213,colombos,213,uncharacterized,,,,,,,
colombos_214,colombos,214,uncharacterized,,,,,,,
colombos_215,colombos,215,regulatory,phoB,2.3179751056900584e-15,6.119454279021754e-13,0.8888888888888888,0.18181818181818182,0.3018867924528302,8.0
colombos_216,colombos,216,uncharacterized,,,,,,,
colombos_217,colombos,217,regulatory,argR,3.326137160816251e-08,8.781002104554903e-06,0.8,0.11764705882352941,0.20512820512820512,4.0
colombos_218,colombos,218,uncharacterized,,,,,,,
colombos_219,colombos,219,uncharacterized,,,,,,,
colombos_220,colombos,220,uncharacterized,,,,,,,
colombos_221,colombos,221,biological,heme transport,1.5199426360640014e-13,5.061408978093125e-10,0.8333333333333334,0.5555555555555556,0.6666666666666667,5.0
colombos_222,colombos,222,regulatory,lrp,1.6852074743940404e-11,4.4489477324002664e-09,1.0,0.1,0.18181818181818182,6.0
colombos_223,colombos,223,uncharacterized,,,,,,,
colombos_224,colombos,224,uncharacterized,,,,,,,
colombos_225,colombos,225,uncharacterized,,,,,,,
colombos_226,colombos,226,regulatory,gadW,3.2502161794655236e-14,8.580570713788982e-12,0.5454545454545454,0.6,0.5714285714285713,6.0
colombos_227,colombos,227,uncharacterized,,,,,,,
colombos_228,colombos,228,regulatory,modE,1.4347928683419524e-12,3.266278463493302e-10,0.7,0.175,0.27999999999999997,7.0
colombos_229,colombos,229,uncharacterized,,,,,,,
colombos_230,colombos,230,uncharacterized,,,,,,,
colombos_231,colombos,231,regulatory,fur,2.0272897930610933e-25,5.352045053681286e-23,0.76,0.18095238095238095,0.29230769230769227,19.0
colombos_232,colombos,232,uncharacterized,,,,,,,
colombos_233,colombos,233,regulatory,leuO,2.698572780927977e-11,4.148590358912876e-09,0.18421052631578946,0.5,0.2692307692307692,7.0
colombos_234,colombos,234,uncharacterized,,,,,,,
colombos_235,colombos,235,uncharacterized,,,,,,,
colombos_236,colombos,236,regulatory,rpoE,4.3090300382124387e-10,1.1375839300880838e-07,0.6153846153846154,0.07692307692307693,0.13675213675213677,8.0
colombos_237,colombos,237,uncharacterized,,,,,,,
colombos_238,colombos,238,biological,CPS-53 (KpLE1) prophage,7.358907662340989e-07,0.0024505162515595495,0.5,0.23076923076923078,0.3157894736842105,3.0
colombos_239,colombos,239,uncharacterized,,,,,,,
colombos_240,colombos,240,regulatory,nrdR,7.255930190115878e-09,1.436674177645061e-06,1.0,0.375,0.5454545454545454,3.0
colombos_241,colombos,241,uncharacterized,,,,,,,
colombos_242,colombos,242,uncharacterized,,,,,,,
