Feature.ID,width,start,end
b0218,356,238747,239102
b4503,272,239107,239378
b0219,770,239420,240189
b0220,473,240344,240816
b0221,2444,240860,243303
b0222,578,243544,244121
b0223,767,244328,245094
b0224,740,245066,245805
b0225,278,245962,246239
b0226,260,246243,246502
b0227,749,246713,247461
b0228,497,247638,248134
b0229,1712,248359,250070
b0230,755,250073,250827
b0231,1055,250899,251953
b0232,293,252006,252298
b0233,398,252302,252699
b0234,452,252710,253161
b0235,206,253480,253685
b0236,500,253703,254202
b0237,1457,254260,255716
b0238,458,255978,256435
b0239,1244,256528,257771
b0240,1177,257830,259006
b4710,503,257924,258426
b4709,275,258346,258620
b0241,1055,259046,260100
b0242,1103,260389,261491
b0243,1253,261504,262756
b0244,75,262872,262946
b4626,62,263151,263212
b0245,341,263329,263669
b0246,317,263691,264007
b4504,221,264027,264247
b0247,476,264257,264732
b0248,458,264749,265206
b0249,239,265305,265543
b0250,467,265621,266087
b0251,443,266111,266553
b4627,221,266554,266774
b4628,191,266777,266967
b0252,821,267185,268005
b0253,863,268098,268960
b0254,893,269290,270182
b4587,1911,270279,272189
b0256,1151,270604,271754
b4690,74,272581,272654
b0258,1107,272848,273954
b0259,980,274102,275081
b0260,1403,275326,276728
b0261,932,276716,277647
b0262,1046,277757,278802
b0263,347,278815,279161
b0264,503,279179,279681
b0265,275,279601,279875
b4708,173,279932,280104
b4505,248,280115,280362
b0266,308,280428,280735
b0267,1154,280830,281983
b0268,908,282279,283186
b0269,1967,283202,285168
b0270,1382,285396,286777
b0271,1610,286790,288399
b0272,758,288405,289162
b0273,1004,289302,290305
b4688,204,290430,290633
b0274,503,290650,291152
b0275,275,291072,291346
b0276,827,291405,292231
b0277,626,292323,292948
b0278,698,293221,293918
b0279,854,293946,294799
b0280,440,295140,295579
b0281,1400,295697,297096
b4629,48,297207,297254
b4694,338,297382,297719
b4695,77,297715,297791
b0283,956,297771,298726
b0284,2198,298737,300934
b0285,956,300932,301887
b0286,689,301885,302573
b0287,614,302992,303605
b0288,329,303854,304182
b0289,710,304496,305205
b0290,1643,305175,306817
b0291,2525,306808,309332
b0292,668,309359,310026
b0293,587,310085,310671
b0294,590,310747,311336
b0295,227,312113,312339
b4506,140,312375,312514
b0296,263,312515,312777
b4671,101,313142,313242
b4630,89,313717,313805
b0297,871,314358,315228
b0298,299,315292,315590
b0299,866,315588,316453
b0300,683,316487,317169
b4631,128,317440,317567
b0301,593,317727,318319
b0303,236,318332,318567
b0304,1325,318677,320001
b0305,854,320228,321081
b0306,719,321609,322327
b0307,1427,322339,323765
b0308,695,323759,324453
b0310,668,324697,325364
b0311,1670,325578,327247
b0312,1472,327262,328733
b0313,587,328748,329334
b0314,2033,329464,331496
b0315,1088,332372,333459
b0316,932,333502,334433
b0317,497,334526,335022
b0318,605,335281,335885
b0319,863,335926,336788
b0320,1547,336779,338325
b0321,1418,338326,339743
b0323,950,340166,341115
b0324,1382,341126,342507
b0325,1049,342885,343933
b0326,815,344177,344991
b0327,245,345405,345649
b0328,671,345667,346337
b0329,275,346485,346759
b0330,1586,346858,348443
b0331,890,348683,349572
b0333,1169,350013,351181
b0334,1451,351216,352666
b0335,1886,352707,354592
b0336,1259,354923,356181
b0337,1283,356172,357454
b0338,899,357792,358690
b0339,659,358800,359458
b0340,470,359490,359959
b0341,1154,359993,361146
b0342,611,361250,361860
b0343,1253,361927,363179
b0344,3074,363232,366305
b0345,1082,366429,367510
b0346,833,367588,368420
b0347,1664,368612,370275
b0348,944,370278,371221
b0349,866,371240,372105
b0350,809,372116,372924
b0351,950,372922,373871
b0352,1013,373869,374881
b0353,1211,375460,376670
b0354,539,376773,377311
b0355,833,377536,378368
b0356,1109,378463,379571
b0357,275,379607,379881
b0358,773,380070,380842
b4579,2028,380845,382872
b0360,365,381352,381716
b0361,905,381675,382579
b0363,1196,382740,383935
b0364,557,384060,384616
b0365,962,385233,386194
b0366,767,386208,386974
b0367,827,386972,387798
b0368,851,387796,388646
b0369,974,388754,389727
b4580,4167,390252,394418
b0372,866,391740,392605
b0373,299,392603,392901
b0375,623,394507,395129
b0376,1157,395131,396287
b0377,1220,396640,397859
b0378,1094,397873,398966
b0379,308,399026,399333
b0380,212,399594,399805
b0381,1094,399830,400923
b0382,260,401387,401646
b0383,1415,401748,403162
b0384,320,403282,403601
b0385,1115,403704,404818
b0386,809,404836,405644
b0387,458,405765,406222
b0388,524,406406,406929
b0389,191,406980,407170
b0390,677,407429,408105
b0391,284,408178,408461
b0392,341,408610,408950
b0393,911,409109,410019
b0394,908,410145,411052
b0396,1184,411298,412481
b0397,3146,412608,415753
b0398,1202,415751,416952
b0399,689,417143,417831
b0400,1295,417890,419184
b0401,1319,419592,420910
b0402,1373,420987,422359
b0403,1814,422519,424332
b0404,581,424338,424918
b0405,1070,425012,426081
b0406,1127,426138,427264
b0407,332,427288,427619
b0408,1847,427648,429494
b0409,971,429506,430476
b0410,347,430606,430952
b0411,884,431130,432013
b0412,539,432313,432851
b0413,449,433003,433451
b0414,1103,433456,434558
b0415,470,434648,435117
b0416,419,435138,435556
b0417,977,435635,436611
b0418,518,436590,437107
b0419,974,437162,438135
b0420,1862,438316,440177
b0421,899,440203,441101
b0422,242,441102,441343
b0423,1448,441550,442997
b0424,590,443052,443641
b0425,911,443605,444515
b0426,491,444684,445174
b0427,1364,445303,446666
b0428,890,446816,447705
b0429,329,447718,448046
b0430,614,448047,448660
b0431,1991,448651,450641
b0432,947,450664,451610
b0433,1475,452071,453545
b0434,578,453590,454167
b0435,317,454473,454789
b0436,1298,455134,456431
b0437,623,456678,457300
b0438,1274,457427,458700
b0439,2354,458889,461242
b0440,272,461452,461723
b0441,1871,461916,463786
b0442,371,463938,464308
b0443,398,464403,464800
b0444,695,464853,465547
b0445,1700,465613,467312
b0446,818,467413,468230
b0447,458,468384,468841
b0448,1772,468872,470643
b0449,1781,470637,472417
b0450,338,472599,472936
b0451,1286,472967,474252
b0452,860,474302,475161
b0453,572,475380,475951
b0454,389,475983,476371
b0455,113,476449,476561
b0456,353,476673,477025
b0457,1550,477068,478617
b0458,470,478782,479251
b0459,551,479368,479918
b0460,218,480091,480308
b0461,374,480335,480708
b0462,3149,481255,484403
b0463,1193,484427,485619
b0464,647,485762,486408
b0465,3362,486537,489898
b0466,161,490111,490271
b0467,527,490286,490812
b0468,377,490883,491259
b0469,551,491413,491963
b0470,1931,492093,494023
b0471,329,494077,494405
b0472,605,494406,495010
b0473,1874,495121,496994
b0474,644,497176,497819
b0475,962,498056,499017
b0476,959,499015,499973
b0477,1304,500126,501429
b0478,1676,501563,503238
b0479,1220,503477,504696
b0480,1652,504915,506566
b0481,479,506604,507082
b4585,83,507205,507287
b0482,794,507287,508080
b0483,341,508219,508559
b0484,2504,508876,511379
b0485,932,511642,512573
b0486,1292,512577,513868
b0487,407,513994,514400
b0488,458,514402,514859
b0489,917,514857,515773
b0490,677,515920,516596
b0491,779,516584,517362
b0492,854,517426,518279
b0493,809,518341,519149
b0494,626,519140,519765
b0495,686,519734,520419
b0496,2414,520417,522830
b0497,4280,523262,527541
b0498,368,527582,527949
b0499,707,527953,528659
b0501,490,528641,529130
b4632,92,529501,529592
b0502,421,529596,530016
b0503,1094,530133,531226
b0504,926,531296,532221
b0505,482,532452,532933
b0506,815,533012,533826
b0507,1781,533917,535697
b0508,776,535711,536486
b0509,878,536587,537464
b0511,1454,537634,539087
b0512,1361,539148,540508
b0513,1301,540566,541866
b0514,1145,541889,543033
b0515,785,543262,544046
b0516,1235,544058,545292
b0517,1049,545315,546363
b0518,1667,546681,548347
b4572,1259,548358,549616
b0520,815,549628,550442
b0521,893,550440,551332
b0522,1067,551528,552594
b0523,509,552592,553100
b0524,722,553219,553940
b0525,494,553944,554437
b0526,1385,554612,555996
b0527,521,556033,556553
b0528,212,556662,556873
b0529,866,556876,557741
b0530,542,558213,558754
b0531,692,558975,559666
b0532,2603,559698,562300
b0533,983,562337,563319
b0534,515,563331,563845
b0535,632,563849,564480
b0536,76,564724,564799
b0537,1163,564816,565978
b4633,221,565859,566079
b0539,278,566099,566376
b4508,311,566377,566687
b0542,1563,566685,568247
b0540,299,566843,567141
b0541,866,567139,568004
b0543,332,568316,568647
b0544,1526,568903,570428
b0545,551,570894,571444
b0546,797,571455,572251
b4588,101,572369,572469
b0547,455,572467,572921
b0548,170,572922,573091
b0549,290,573085,573374
b0550,362,573372,573733
b4509,140,573731,573870
b0551,383,573957,574339
b0553,2296,574530,576825
b0552,980,574738,575717
b0554,215,577399,577613
b0555,497,577614,578110
b0556,461,578108,578568
b4510,182,578328,578509
b0557,293,578601,578893
b0558,410,579185,579594
b0559,206,579881,580086
b4589,194,580252,580445
b0560,545,580835,581379
b4634,308,581355,581662
b0561,437,581661,582097
b0562,654,582153,582806
b0563,182,582954,583135
b0564,749,583682,584430
b0565,953,584681,585633
b4635,44,586058,586101
b0566,761,586148,586908
b0567,890,587092,587981
b0568,2972,587983,590954
b0569,2237,590942,593178
b0570,1442,593329,594770
b0571,683,594761,595443
b0572,1373,595601,596973
b0573,332,597132,597463
b0574,1223,597480,598702
b0575,3143,598715,601857
b0576,1376,601960,603335
b0577,1247,603417,604663
b0578,653,604772,605424
b0579,368,605519,605886
b0580,248,605952,606199
b0581,1118,606266,607383
b4700,58,607735,607792
b4415,152,607837,607988
b0582,1112,608066,609177
b0583,620,609460,610079
b0584,2240,610255,612494
b0585,1202,612738,613939
b4511,218,613943,614160
b0586,3881,614158,618038
b0587,1133,618255,619387
b0588,815,619385,620199
b0589,992,620197,621188
b0590,1004,621186,622189
b0591,1250,622301,623550
b0592,956,623555,624510
b0593,1175,624886,626060
b0594,1610,626071,627680
b0595,857,627695,628551
b0596,746,628552,629297
b0597,413,629301,629713
b0598,2105,629895,631999
b4512,197,632183,632379
b0599,1088,632390,633477
b0600,1160,633587,634746
b0601,629,634748,635376
b0602,1220,635350,636569
b0603,902,636717,637618
b0604,746,637828,638573
b0605,563,638946,639508
b0606,1565,639754,641318
b0607,428,641440,641867
b0608,1238,642089,643326
b0610,410,643558,643967
b0611,806,644198,645003
b0612,1463,645118,646580
b0613,878,646632,647509
b0614,551,647485,648035
b0615,1532,648040,649571
b0616,908,649583,650490
b0617,296,650488,650783
b0618,1058,650799,651856
b0619,1658,652236,653893
b0620,680,653863,654542
b0621,1385,654584,655968
b0622,560,656558,657117
b0623,209,657293,657501
b0624,383,657556,657938
b4581,787,658032,658818
b0627,203,658948,659150
b0628,965,659252,660216
b0629,953,660426,661378
b0630,641,661638,662278
b0631,263,662380,662642
b0632,1211,662753,663963
b0633,1088,664103,665190
b0634,1112,665202,666313
b0635,1901,666317,668217
b0636,467,668249,668715
b0637,317,668720,669036
b0638,611,669297,669907
b0639,641,669932,670572
b0640,1031,670575,671605
b0641,581,671606,672186
b0642,2582,672202,674783
b0643,482,675019,675500
b0644,977,675571,676547
b0645,707,676712,677418
b0646,1427,677416,678842
b0647,554,678853,679406
b0648,707,679509,680215
b0649,1451,680213,681663
b0650,1670,681724,683393
b0651,935,683478,684412
b0652,725,684531,685255
b0653,674,685256,685929
b0654,740,685930,686669
b0655,908,686840,687747
b0656,980,687998,688977
b0657,1538,689344,690881
b0658,878,690907,691784
b0659,467,691875,692341
b0660,1040,692339,693378
b0661,1424,693532,694955
b0662,1175,695102,696276
b0664,74,696431,696504
b0665,74,696543,696616
b0666,76,696665,696740
b0668,74,696757,696830
b0670,74,696866,696939
b0672,84,696964,697047
b0673,76,697058,697133
b0674,1664,697514,699177
b0675,752,699575,700326
b0676,1220,700375,701594
b0677,1148,701604,702751
b0678,800,702812,703611
b0679,1946,703945,705890
b0680,1664,706094,707757
b0681,1406,708335,709740
b0682,326,709791,710116
b0683,446,710201,710646
b4637,86,710640,710725
b0684,530,710936,711465
b0685,293,711606,711898
b0686,764,712039,712802
b0687,545,712988,713532
b0688,1640,713559,715198
b0689,494,715413,715906
b0691,650,715948,716597
b4636,149,716722,716870
b0692,1319,716947,718265
b0693,2198,718263,720460
b4590,257,720584,720840
b0694,677,721057,721733
b0695,2684,721731,724414
b0696,572,724408,724979
b0697,2048,724989,727036
b0698,1673,727060,728732
b4513,89,728733,728821
b0699,206,729135,729340
b0700,4193,729584,733776
b0702,326,733777,734102
b0703,1520,734134,735653
b0704,569,735651,736219
b4514,239,736446,736684
b0705,1136,736826,737961
b0706,761,738093,738853
b0707,509,739002,739510
b0708,1418,739508,740925
b0709,1481,741076,742556
b0710,743,742828,743570
b0711,656,743594,744249
b0712,932,744244,745175
b0713,734,745166,745899
b0714,791,745936,746726
b0715,1046,746724,747769
b0716,1061,747922,748982
b0717,728,748980,749707
b0718,2447,749723,752169
b0719,566,752230,752795
b0720,1283,753186,754468
b0721,389,755178,755566
b0722,347,755561,755907
b0723,1766,755908,757673
b0724,716,757690,758405
b0726,2801,758707,761507
b0727,1217,761523,762739
b0728,1166,763015,764180
b0729,869,764181,765049
b0730,722,765154,765875
b0731,1976,765985,767960
b0732,2633,767979,770611
b0733,1568,771459,773026
b0734,1139,773043,774181
b4515,113,774197,774309
b0735,293,774310,774602
b0736,404,774753,775156
b0737,692,775154,775845
b0738,428,775850,776277
b0739,1265,776343,777607
b0740,1292,777741,779032
b0741,521,779068,779588
b0742,791,779599,780389
b0743,75,780555,780629
b0744,75,780766,780840
b0745,75,780844,780918
b0746,75,781069,781143
b0747,75,781148,781222
b0748,75,781370,781444
b0749,75,781578,781652
b0750,1043,782086,783128
b0751,719,783167,783885
b0752,941,783883,784823
b0753,380,784938,785317
b0754,1052,785634,786685
b0755,752,786844,787595
b0756,1040,787798,788837
b0757,1148,788832,789979
b0758,1046,789984,791029
b0759,1016,791040,792055
b0760,1472,792317,793788
b0761,788,793857,794644
b0762,149,794774,794922
b0763,773,795090,795862
b0764,689,795863,796551
b0765,1058,796555,797612
b0766,818,797614,798431
b0767,995,798587,799581
b0768,953,799623,800575
b0769,1052,800760,801811
b0770,1433,801888,803320
b0771,2261,803504,805764
b0772,1283,805999,807281
b0773,476,807434,807909
b0774,1289,807969,809257
b0775,1040,809345,810384
b0776,1154,810382,811535
b0777,755,811523,812277
b0778,677,812271,812947
b0779,2021,813527,815547
b0780,908,815740,816647
b0781,989,817045,818033
b0782,512,818056,818567
b0783,485,818571,819055
b0784,245,819049,819293
b0785,452,819296,819747
b0786,704,819885,820588
b0787,713,820794,821506
b0788,956,821543,822498
b0789,1241,822499,823739
b0790,761,823737,824497
b0791,410,824631,825040
b0792,1106,825003,826108
b0793,1133,826120,827252
b0794,1736,827246,828981
b0795,998,828975,829972
b0796,671,829973,830643
b0797,1364,830873,832236
b0798,482,832469,832950
b0799,2150,833071,835220
b0800,962,835249,836210
b0801,1085,836352,837436
b0802,260,837666,837925
b0803,266,838191,838456
b0804,677,838531,839207
b0805,2282,839250,841531
b0806,260,841797,842056
b0807,926,842333,843258
b0808,2225,843256,845480
b0809,722,845742,846463
b0810,659,846461,847119
b0811,746,847259,848004
b0812,503,848409,848911
b0813,887,849211,850097
b0814,515,850451,850965
b0815,1583,851015,852597
b4705,128,852870,852997
b0817,467,853184,853650
b0818,1118,853648,854765
b0819,920,854825,855744
b0820,1592,855964,857555
b0821,1265,857797,859061
b0822,815,859214,860028
b0823,2432,860175,862606
b0824,899,862613,863511
b0825,662,863643,864304
b0826,749,864381,865129
b0827,1235,865130,866364
b0828,965,866569,867533
b0829,1871,867521,869391
b0830,1538,869412,870949
b0831,920,870968,871887
b0832,911,871891,872801
b0833,2348,872980,875327
b0834,1328,875336,876663
b0835,1325,876711,878035
b0836,383,878249,878631
b0837,1115,878743,879857
b0838,626,879855,880480
b0839,1202,880728,881929
b0840,758,881977,882734
b0841,596,882793,883388
b0842,1232,883674,884905
b0843,284,884947,885230
b0844,815,885317,886131
b0845,1208,886132,887339
b0846,536,887424,887959
b4417,78,887977,888054
b0847,1685,888135,889819
b0848,377,890090,890466
b0849,257,890497,890753
b0850,287,890914,891200
b0851,722,891185,891906
b0852,902,891968,892869
b0853,476,892958,893433
b0854,1112,893785,894896
b0855,1133,894992,896124
b0856,953,896135,897087
b0857,845,897085,897929
b0858,488,897990,898477
b0859,1127,898519,899645
b0860,731,899845,900575
b0861,668,900867,901534
b0862,716,901535,902250
b0863,731,902258,902988
b0864,728,903007,903734
b0865,515,903953,904467
b0866,323,904594,904916
b0867,830,904914,905743
b0868,1013,905741,906753
b0869,1430,906853,908282
b0870,1001,908294,909294
b0871,1718,909332,911049
b0872,968,911183,912150
b0873,1652,912163,913814
b0874,899,913959,914857
b0875,695,915353,916047
b0876,1658,916474,918131
b0877,992,918129,919120
b0878,1115,919236,920350
b0879,1946,920348,922293
b0880,224,922367,922590
b0881,320,922914,923233
b0882,2276,923265,925540
b0883,87,925885,925971
b0884,218,926226,926443
b0885,704,926729,927432
b0886,1721,927475,929195
b0887,1766,929197,930962
b0888,965,931086,932050
b0889,494,932596,933089
b0890,3989,933225,937213
b0891,611,937373,937983
b0892,1343,937995,939337
b0893,1292,939429,940720
b0894,2444,940960,943403
b0895,617,943415,944031
b0896,863,944034,944896
b0897,626,944932,945557
b0898,1148,945872,947019
b0899,1430,947230,948659
b0900,908,948661,949568
b0901,590,949669,950258
b0902,740,950341,951080
b0903,2282,951273,953554
b0904,857,953610,954466
b0905,1760,954873,956632
b0906,692,956763,957454
b0907,1088,957654,958741
b0908,1283,958813,960095
b0909,764,960265,961028
b0910,683,961202,961884
b0911,1673,961996,963668
b0912,284,963829,964112
b0913,2264,964321,966584
b0914,1748,966622,968369
b0915,986,968367,969352
b0916,1232,969390,970621
b0917,182,970674,970855
b0918,746,970853,971598
b0919,893,971753,972645
b0920,779,972623,973401
b0921,785,973538,974322
b0922,1322,974320,975641
b0923,704,975623,976326
b0924,4460,976327,980786
b0925,1847,981048,982894
b0926,548,983076,983623
b0927,647,983651,984297
b0928,1190,984520,985709
b0929,1088,985895,986982
b0930,1400,987586,988985
b0931,1202,989155,990356
b0932,2612,990623,993234
b0933,767,993278,994044
b0934,791,994042,994832
b0935,1145,994844,995988
b0936,959,995986,996944
b0937,575,996938,997512
b0938,539,997869,998407
b0939,701,998491,999191
b0940,2600,999217,1001816
b0941,1070,1001808,1002877
b0942,542,1002890,1003431
b0943,515,1003440,1003954
b0944,710,1003948,1004657
b0945,1010,1004769,1005778
b0946,542,1005953,1006494
b0947,1109,1006492,1007600
b0948,2108,1007845,1009952
b0949,1907,1009965,1011871
b0950,1253,1012002,1013254
b0951,1640,1013260,1014899
b0952,563,1014897,1015459
b0953,167,1015716,1015882
b0954,518,1015953,1016470
b0955,1760,1016540,1018299
b0956,452,1018486,1018937
b0957,1040,1019014,1020053
b0958,509,1020411,1020919
b0959,629,1021139,1021767
b0960,2153,1021731,1023883
b0961,446,1023903,1024348
b0962,2054,1024472,1026525
b0963,458,1026558,1027015
b0964,662,1027112,1027773
b0965,413,1027947,1028359
b0966,317,1028405,1028721
b0967,1190,1028780,1029969
b0968,278,1030065,1030342
b0969,329,1030340,1030668
b0970,659,1030760,1031418
b0971,87,1031626,1031712
b0972,1118,1032140,1033257
b0973,1793,1033255,1035047
b0974,707,1035067,1035773
b0975,587,1035771,1036357
b0976,398,1036355,1036752
b0977,857,1036750,1037606
b0978,1544,1037741,1039284
b0979,1136,1039297,1040432
b4592,92,1040446,1040537
b0980,1298,1040618,1041915
b0981,2180,1042031,1044210
b0982,446,1044231,1044676
b0983,1139,1044665,1045803
b0984,2096,1045850,1047945
b0985,746,1047946,1048691
b0986,644,1048689,1049332
b0987,305,1049440,1049744
b4516,275,1049834,1050108
b0988,503,1050028,1050530
b0989,212,1050964,1051175
b0990,212,1051462,1051673
b0991,230,1051848,1052077
b4517,173,1052068,1052240
b0992,1073,1052290,1053362
b0993,2744,1053435,1056178
b0994,1028,1056262,1057289
b0995,692,1057263,1057954
b0996,1172,1058085,1059256
b0997,2546,1059257,1061802
b0998,599,1061800,1062398
b0999,305,1062551,1062855
b1000,920,1062856,1063775
b1001,1256,1064037,1065292
b1002,1241,1065586,1066826
b1003,227,1066865,1067091
b1004,596,1067113,1067708
b4518,173,1068082,1068254
b1006,1328,1068512,1069839
b1007,494,1069861,1070354
b1008,590,1070366,1070955
b1009,800,1070966,1071765
b1010,386,1071774,1072159
b1011,692,1072172,1072863
b1012,1148,1072864,1074011
b1013,638,1074243,1074880
b1014,3962,1074921,1078882
b1015,1508,1079306,1080813
b4490,829,1081357,1082185
b1018,1127,1082244,1083370
b1019,1271,1083377,1084647
b1020,1064,1084993,1086056
b1021,413,1086107,1086519
b1022,1325,1086522,1087846
b1023,2018,1087840,1089857
b1024,2423,1089867,1092289
b1025,1358,1092877,1094234
b1026,866,1094276,1095141
b1027,299,1095139,1095437
b1028,341,1095506,1095846
b1029,986,1095844,1096829
b1032,87,1097566,1097652
b1033,938,1097887,1098824
b1034,737,1098880,1099616
b1035,554,1099641,1100194
b1036,491,1100297,1100787
b1037,833,1100852,1101684
b1038,416,1101712,1102127
b1039,389,1102153,1102541
b1040,650,1102547,1103196
b1041,455,1103952,1104406
b1042,455,1104448,1104902
b1043,332,1104962,1105293
b1044,311,1105415,1105725
b1045,533,1105821,1106353
b1046,1421,1106356,1107776
b1047,1157,1107785,1108941
b1048,1535,1109336,1110870
b1049,2543,1110864,1113406
b1050,227,1113580,1113806
b1051,374,1113808,1114181
b1053,1226,1114265,1115490
b1054,920,1115663,1116582
b1055,1052,1116808,1117859
b1056,575,1117902,1118476
b1057,566,1118481,1119046
b1058,140,1119308,1119447
b1059,1118,1119469,1120586
b1060,254,1120702,1120955
b1061,245,1121243,1121487
b1062,1046,1121562,1122607
b1063,560,1122714,1123273
b1064,647,1123408,1124054
b1065,1208,1124119,1125326
b1066,584,1125563,1126146
b1067,647,1126158,1126804
b1068,923,1126807,1127729
b1069,1535,1127840,1129374
b1070,416,1129415,1129830
b1071,293,1129836,1130128
b1072,659,1130205,1130863
b1073,416,1131019,1131434
b1074,404,1131439,1131842
b1075,695,1131855,1132549
b1076,1208,1132575,1133782
b1077,755,1133803,1134557
b1078,782,1134730,1135511
b1079,698,1135565,1136262
b1080,1097,1136275,1137371
b1081,941,1137372,1138312
b1082,1643,1138379,1140021
b1083,953,1140034,1140986
b1084,3185,1141183,1144367
b1085,320,1144503,1144822
b1086,959,1144941,1145899
b1087,584,1146012,1146595
b4418,168,1146590,1146757
